Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
3,0,48.66109085083008,0,0,8.534002304077148,2.9162053541514155,1
3,1,19.62687110900879,0,0,1.2095327377319336,1.0062252291615488,0
1,1,28.03580093383789,1,1,162.4260711669922,1.0107041696996317,1
3,1,32.61851119995117,0,0,39.08951187133789,1.0096350653988893,0
2,1,36.60907745361328,0,1,180.72018432617188,1.9864860648846356,1
2,1,25.982032775878906,1,2,74.98072052001953,1.9851972589943807,1
3,0,21.577484130859375,1,1,7.206901550292969,1.0102699999243305,0
2,0,49.151611328125,0,1,30.401952743530273,1.0062884674082415,0
1,1,63.65884017944336,0,0,128.00094604492188,1.966920038038836,1
3,1,45.42518615722656,1,2,89.47761535644531,1.0042008788545476,1
3,1,9.548145294189453,4,2,21.824235916137695,1.003283817121058,1
3,1,28.215560913085938,0,0,3.986204147338867,1.9909173114368806,0
3,1,42.749732971191406,0,1,169.67364501953125,1.9705370019263155,1
1,1,34.557132720947266,1,0,9.56122875213623,1.0100847782516207,1
1,1,58.6900520324707,8,0,32.5284423828125,1.0002033375877273,1
2,0,20.439565658569336,0,0,12.620262145996094,1.0010397735931735,1
2,1,39.91938781738281,0,0,19.124120712280273,1.9965546400184069,1
3,0,36.549537658691406,0,0,23.202852249145508,2.9811784821527936,0
3,0,38.72653579711914,0,0,7.957154750823975,1.9891328252078213,0
3,0,41.95372772216797,0,0,17.493755340576172,1.0126791103342603,0
2,1,53.34709167480469,1,0,154.53912353515625,2.0117797103133843,1
2,1,43.99314880371094,0,0,6.211373805999756,1.0020392259705855,1
3,1,18.020912170410156,1,2,15.660758972167969,1.0081984838993827,0
1,1,26.249528884887695,1,1,8.040353775024414,1.0021850009409927,1
3,1,14.762969017028809,1,2,13.478647232055664,1.9832540921690653,1
3,1,47.28434753417969,0,0,53.23887634277344,2.0021624839585344,1
1,0,12.334375381469727,1,0,30.055950164794922,1.9693725828796023,1
1,1,26.96638298034668,1,0,50.01192092895508,2.941255880914144,0
3,1,35.90412902832031,0,0,76.6005859375,1.0020032770937952,1
1,0,19.35742950439453,0,0,4.364895820617676,1.0045649859010686,0
3,0,32.19327163696289,0,0,0.6773914694786072,1.0036957100798263,0
2,1,33.909183502197266,0,2,67.64535522460938,1.0037674662086968,1
1,0,42.85652542114258,0,0,9.603781700134277,1.975403633318893,0
3,1,42.643592834472656,1,0,37.99588394165039,1.001450753436004,1
3,0,6.206592082977295,0,1,13.605223655700684,1.97496143712696,1
1,1,37.53023910522461,0,0,21.385278701782227,2.9634117458369684,1
2,1,60.3806266784668,1,0,31.635929107666016,2.021088374044838,1
3,0,21.452560424804688,0,0,20.245798110961914,1.0024438633594699,1
1,0,57.02850341796875,0,0,51.76551818847656,2.8484881485629248,1
1,1,16.205120086669922,4,1,94.78889465332031,1.013797780469721,1
1,1,28.644500732421875,1,1,58.55158615112305,1.0013514195879145,1
2,1,23.948007583618164,1,1,159.29348754882812,1.0006124233832492,1
3,1,35.60231018066406,0,0,1.2137469053268433,1.0077851446803323,0
1,1,47.090667724609375,0,0,225.812744140625,1.0039112082548747,1
3,1,23.582212448120117,1,2,139.55433654785156,1.0055254985176063,1
3,1,18.948347091674805,0,1,11.284656524658203,1.0023073467527532,0
2,0,22.044618606567383,0,2,26.875072479248047,1.0105623817930764,0
2,1,22.40447425842285,0,1,37.37458801269531,1.964780384625369,0
2,0,23.22161293029785,0,0,4.7129130363464355,1.9951252349262822,0
3,0,25.775726318359375,1,0,12.593862533569336,1.0048571921457952,0
1,1,33.85386657714844,0,5,198.32046508789062,1.0088659072270592,1
2,0,44.48597717285156,0,0,2.397826910018921,2.9474278900484454,0
1,1,11.481027603149414,3,1,3.021228551864624,1.0002429141322204,1
1,0,13.622224807739258,0,0,3.5206644535064697,2.9566568856052937,0
3,0,11.558018684387207,1,0,0.8110527992248535,1.992306673846857,0
3,1,17.37557029724121,0,0,44.012245178222656,2.0008828214590864,0
2,0,15.664746284484863,1,0,7.202718257904053,1.0054241444657188,0
1,0,10.212281227111816,0,2,7.150667190551758,1.0179827793914253,0
2,0,47.24958801269531,0,0,3.638843536376953,1.007135054435111,0
3,1,22.270166397094727,1,0,63.91849899291992,1.0004402070985605,1
1,1,45.37324905395508,0,0,37.980262756347656,2.0143399349936306,1
1,0,43.98887252807617,1,1,141.4084930419922,1.008512259540527,1
3,0,15.24170207977295,0,0,1.2065553665161133,1.0042442446220832,0
3,1,37.9804801940918,4,0,54.56052780151367,1.0014895852197607,1
3,0,20.34153938293457,0,1,20.049184799194336,1.000770039470496,0
3,0,6.709677696228027,0,0,13.301088333129883,1.007216837077589,0
2,1,33.80654525756836,0,0,9.344017028808594,1.010430711143113,1
3,0,45.13303756713867,0,0,20.07962989807129,1.0005909395786277,0
2,1,38.0460205078125,1,0,49.95302963256836,2.9106193255475863,1
3,0,34.05800247192383,0,0,2.691579580307007,1.0046243930117769,0
1,0,55.1181640625,0,0,83.07128143310547,1.0013803139010835,0
3,1,41.66475296020508,0,0,13.197827339172363,1.018722793824118,1
