Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
1.3337948509065658,1.1279594184810322,1.82287286176699,0.09178480646151732,1.2713571198940792,0.026085043912522782,-0.1250910910226602,-1.3822912874075008,0.6529007821623563,-2.057394354986946,-0.1103944945040608,1.3903732553085757,-0.7361099895555253,-0.6143421571945132,0.5277012206933955,0.717044660533056,0.033754144162327804,-0.050125968667970325,-0.40343578808085667,-0.5138788285021337,0.04523647391085165,-0.2691304883941379,0.0560822360835499,-0.1996703089041051,-0.4711920015351248,0.2828772556798681,0.24574509567371622,-0.0013719755124399964,0.2312851818916416,-0.05474818535966347
0.3862631460093673,-1.3402140637281452,-0.7558652565204014,0.054177786710694564,-0.3778122446410226,-0.4907467068632216,-0.10546325606556985,0.02643189460835676,0.3659336519939007,-0.8137008696842887,0.06516911637886999,0.8198275900435404,-1.8042601157180647,-0.781173209675901,0.7293716518677262,0.7700651482684402,-0.1760134637842665,-0.6320647699370412,-0.43521502520662736,1.3203961590565434,0.012459877651275632,-0.2752836367377629,0.24927751061847242,-0.058038743910193195,-1.2165372099422787,0.4280427398941772,-0.19031868347048536,-0.4252353679970142,0.021236859528578903,3.0374847546614387
-1.188944916186381,-1.2423080941077855,2.0037277210152684,1.0584009100732097,1.3172339032169629,0.1690245967763192,2.915609605121813,-0.8908398285104635,-0.2134360836833771,-0.39501186027539675,0.20329203129900275,-0.2892069954913906,-0.8549517572048257,-1.4276270185894966,0.7977828464874624,1.6106574860375007,-1.2725012429534335,0.4410779610498141,0.31033128438629165,0.0715385144476518,0.059023927588111286,-1.124287845100986,0.051726913932779145,-0.05346705189595388,-1.4367381027581216,0.13599108733828866,0.7012219267194472,0.03762246344997276,0.13275316413298727,0.23355113072087924
0.8880755578984115,-2.257896023186327,0.14854875451937016,0.8113788990079844,-0.39269602496603456,-0.35741668914190217,-0.42283988670936945,0.9703527695724659,0.03127010462596056,-0.3847447791110195,0.13266189505285225,1.3014990904503259,-0.6499285165370061,0.4821349354272307,0.22713015853796292,1.6527919802967146,0.29028731455501977,-0.40209804950998296,0.28505241428079653,0.5625325701528626,0.2917495421405527,-0.287870139078505,0.14907565709956946,-0.045341110793175536,0.2714604030952211,0.8946277749981253,0.7312766124723755,-0.6617288450925369,-0.09544388562685355,-0.24742211478531678
-1.2743996206115527,-1.0954903245978482,0.17962566355764914,-0.05804224517650847,1.1286344120121652,-0.44306743834939666,-0.712080320605438,1.1580162264911809,-0.47380975830152616,-1.9842329905364302,6.398411787759738,-0.7742953345499601,-0.8272807201099734,-1.6527171171239097,0.3598204052274566,1.4026141505679608,-0.006536293968659845,0.13279243574343008,-0.4727604171747644,1.3192617643837385,0.08481859586582316,-0.1224594212308805,0.2654782474122137,-0.20907581015007348,-0.5035754683512196,0.19300375895838226,0.7152169938663853,-0.014753158647229963,0.12236191245023986,-0.2625765872417059
-0.34673220429121365,1.129345614667982,0.6508687746688876,1.0303044662601017,-0.37050307656187875,0.19692461803195938,-0.7396144075353643,0.10676537753884742,0.45420699396880293,-0.7632126308701662,0.09667679581029343,0.15177041302484257,-0.6562585171145892,-0.5681833812849454,0.196668323981548,0.7238745448612125,-0.1877877788430726,-0.6215567176703918,1.2940965429192204,0.9435631210890704,0.38423563854613757,0.8013605153714982,-0.5504270891153853,-0.20889255668776324,0.7330593439323329,0.12109452492482703,0.6299730784777805,0.19302821443187723,0.1039609916756178,-0.08419599733876679
-0.3463629536958498,-2.714746031227623,0.08865136764194431,1.3643565120487129,0.14849076384738052,-1.7302698219446766,-0.7285734121333739,0.10455490414507246,0.34968344551312724,-2.0778736028981477,1.4244423897416607,-0.527089648990315,-0.6203296427283138,-1.503317359506557,0.3135342487069064,1.715592736290953,-0.9265765672228161,-0.5555777668265386,-0.41372655551228815,1.1873362753847976,0.017638990299061415,-0.2637914242108745,-0.00041436635169733727,-0.08526521318787664,-0.0383131745995311,0.2718865338228841,0.04108127649246989,-0.4765744936577558,0.022190960523162984,-0.08825708456951448
-0.5481224615804519,1.1154910659110455,0.9252614419002424,0.17082213851890166,1.2769028057314653,1.5702448551634582,-0.2034266022899467,0.03616329364158684,0.48727835569802136,-0.7712791338776434,0.6814393833829846,-0.3170708278563397,-0.6167148885334846,-1.2988804470491708,1.036610997194677,2.372674452024091,-0.1560460478029198,0.017077250840177458,-0.09660840728868085,-0.10010266703705711,-0.015398090441123407,-0.07106049359199973,-0.9290664495204353,-0.20292698911186485,0.74790550305156,0.19539134026580682,0.7458949205513465,0.00997135566132126,0.02345252782738992,1.0491587067541763
-0.46948731069239585,-1.2610482225194382,2.0378019824071822,1.0239188422485015,2.770053304761565,-0.7913923977173645,-0.46709268017169114,-0.38881669948507774,0.2796565309202588,0.2787380627872812,0.775350655999463,1.2837443786909677,-0.26883218214125637,-1.2843930263839485,0.0228516858596457,0.7756368328290666,-1.174738291771921,-0.08681576964227082,-0.271417229803136,0.5196387673897319,0.05874124763402429,-0.09669140305456558,-0.729779608345811,-0.04455311294389796,-0.03920368699849362,0.5062890007161276,-0.37051979421380504,-0.5077480755543667,-0.17390663431734182,-0.23241225864430118
0.2406760929121129,-0.6937391660112353,0.9604332212310714,-1.105057414643842,0.14900902076561018,0.18541240279174714,-0.08202555331638313,-0.39539656492935504,0.10505268825081633,-2.1537583907966145,0.033662535647251635,1.3068852441011454,-0.8026610361607387,-0.8135407051745411,1.0229837564625601,2.295855423907863,-1.5462255586695264,-0.6534667787468934,-0.3989307105765055,0.489016527716197,0.38510565115094775,-0.26462262739815107,0.3825470268242652,-0.10215106023301393,0.28163479246562007,0.11805739753935288,-0.5498906297399359,-0.018034573235596874,-0.044129428395652516,-0.0825948259153185
1.3612321469543989,-2.548630266135798,0.5955039754177951,1.1259019914097328,1.3201635767450326,-0.5914244627238103,-0.3738018350147173,0.6193358443780103,0.39144703296681105,0.24251576331652513,0.7365837819637371,-0.39794139129206474,-0.27793919782304155,-0.6811586238008601,0.6973510982301461,0.723509187193673,-1.1727686430590751,-0.8458152354485775,-0.30893558065245397,1.400985807258541,0.34882749256995554,0.33710799811138026,0.02162581518795631,-0.35697468214011013,-0.0642262612044113,0.2399799494296705,-0.6400389997398639,-0.5014330220015757,0.11958455953945271,0.2297459796533235
0.015660206095670558,1.1030744972141706,0.46209420927193967,0.9669500276166293,1.243865490480058,-1.0593391907425054,-0.15537493800777674,2.197192618384826,0.32511141416772227,0.32621741124116943,0.057302472013094796,1.235294340879293,-0.6864807984378093,-1.907906070241815,0.7175552200402515,2.6094693239320073,-1.1302313919030385,0.04318799952394159,1.3659172877262034,-0.27386729659252634,0.02943910412141792,0.34227221590995915,0.07870233125007989,-0.10668839927949142,-0.49781878277866054,0.15440502396003317,-0.6597404360469977,-0.008831620903362999,0.24127513206742957,1.1854185022196477
