Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,1,0,57.60323104675218,0,0,35.46279543716065,1
0,1,0,55.688670118526616,0,0,26.544354897035834,1
0,3,0,23.752642112119876,0,0,8.043407889978283,1
0,3,1,17.711765976314947,8,0,12.912077865739803,1
0,3,0,28.328198041659995,1,0,3.396171296494436,3
1,2,0,27.86128625875893,0,0,8.750389253553776,1
0,2,0,35.429047760270905,0,0,28.249593680131387,2
1,3,0,17.54440489292844,0,0,9.193310514205342,3
1,2,1,35.740638532899204,0,0,31.769510900907335,1
1,3,1,7.317123455949959,0,1,12.013888337704897,2
1,1,0,45.42470960018004,0,0,31.149668304539283,1
1,3,0,27.172287553339412,0,0,9.75904241581893,1
1,3,1,29.067644318306485,0,0,3.0006010411575694,3
1,1,0,48.1789919863543,0,1,27.976526617155216,1
0,3,0,29.243120983367433,4,2,31.916340396151284,1
1,1,1,29.20019441358422,0,0,193.21233210629327,2
1,1,0,51.939251032449945,0,0,198.8944342867965,1
0,3,0,28.036399122094497,0,1,22.6130683077416,3
0,3,1,60.750977090121694,1,3,40.3209613307464,1
1,1,0,35.42874997775023,0,0,36.136915909418136,2
1,2,1,32.48169689622728,1,1,20.383110957732157,1
0,3,0,28.40291553538427,0,0,11.28791981073562,1
1,1,1,13.222211673564313,0,2,82.0492243902026,1
1,1,1,41.76105058184676,1,0,94.26422955767154,1
0,3,0,5.2921928125757125,3,2,1.9393646630798358,1
1,2,1,37.647845306520075,0,1,32.58795522384719,1
1,3,0,28.917903468439544,1,0,14.913859463094987,3
1,1,1,42.819437011680016,0,0,80.60029389992097,1
1,1,0,44.80398012880982,0,0,33.23905138382825,1
0,3,1,30.54959719998962,1,0,43.966061612899374,2
1,2,1,11.013072724714222,2,1,34.89937724012421,1
1,1,1,36.47886093458616,0,0,24.913117737477894,1
0,3,0,24.366041245948335,0,0,7.47477665449724,1
0,3,0,23.220186465615697,0,0,7.564126094728905,1
0,3,0,34.78210395279604,0,0,7.55349512524362,1
1,2,1,54.83887941768379,0,0,22.1284865390341,1
0,3,1,27.440043152877823,8,2,74.64589940922309,1
0,3,1,28.491749267790492,1,0,11.840754507368018,3
1,1,1,17.46250435364913,0,1,32.73160959619907,2
0,3,0,25.521255014724368,1,0,30.696137888695617,2
0,3,0,28.092500327310344,0,0,1.9091521564930813,3
1,1,1,8.812213711065944,0,2,43.15170712174056,1
0,3,1,20.80025303018984,1,0,76.0274488253097,1
1,2,0,34.731511771161124,0,0,21.202336414680477,1
1,3,1,28.534514790082202,0,0,5.76925537736395,3
1,2,1,9.325410024480496,0,2,31.025597426631894,1
0,3,0,36.07476130497278,0,0,10.184433469747987,1
0,3,0,19.838123614706788,0,0,10.474475188127322,1
1,2,1,31.46346342123779,2,0,9.96904511748943,1
0,1,0,39.693606855432314,0,0,10.19642298837956,3
1,3,0,21.89458109536788,0,0,9.817024783808643,1
1,3,0,3.556144493115484,4,1,27.155831748697675,1
0,3,1,27.19811045347327,0,0,6.716430180224323,1
0,2,0,22.038422248048718,0,0,13.5332451623818,1
0,3,0,27.50439406643962,0,0,6.8145562442762575,1
0,3,1,18.106953933089173,2,2,16.658956588808145,1
0,3,0,29.456268446107888,1,0,9.091924388302399,1
1,1,0,44.17354067234067,0,0,27.539886720348694,1
0,3,1,29.583560894655033,1,0,20.839297776051914,3
0,3,0,33.136695927665315,1,0,10.116138175579728,2
0,3,0,27.510109675997242,0,0,7.362749037351905,1
0,3,0,45.9837907169915,0,0,8.72261238098559,3
0,3,0,28.557435426956456,1,0,10.581099308941422,1
0,3,1,6.4275433167138845,4,1,21.867662976886976,1
1,3,1,21.740693642890125,0,2,15.312276058572913,1
1,1,1,56.2576682467763,0,0,216.6059234929051,1
0,3,0,28.30678460480147,0,0,6.24058983311102,1
1,3,0,33.07325940884372,0,0,7.32394492296352,1
1,1,1,44.7562226964697,0,2,26.186056889324785,1
1,3,1,30.702767338901857,1,0,64.52564502775971,1
0,3,0,27.804936378938987,1,0,3.4162246016980005,1
0,3,0,29.032749672623392,0,0,12.237057229113846,3
1,1,1,36.377876791968724,0,0,85.15108601426637,1
0,1,0,28.42439731091379,0,0,27.631852944934316,1
1,1,1,26.65917111828247,1,0,127.92183128833787,1
0,3,1,29.391608900792534,1,0,6.2739516983886325,1
0,3,0,20.064997426422778,0,0,4.32708301730316,1
0,3,1,33.81982463199121,3,2,20.21036139438342,1
1,1,0,42.5641790952293,0,1,28.572191315798218,1
0,3,1,27.9950340579246,0,0,2.6015229043482755,3
1,1,1,29.601039404471123,0,0,11.762924582495321,1
0,3,0,29.951213571491266,0,0,10.57951220647036,1
0,3,0,22.553758811671308,0,0,8.889490720034614,1
0,3,0,20.418045726828908,4,2,23.4686137616589,1
0,1,0,56.62340231907345,0,0,273.15933793321096,1
0,3,1,31.2614197952659,1,5,32.47698497499896,1
1,3,0,11.064974257477724,4,1,31.473803370531417,1
0,1,0,36.98677155384095,1,0,85.44386720354896,1
0,3,0,7.531352661187199,4,2,28.5308878296912,1
1,1,0,51.93113861784893,0,0,20.0264850009199,1
0,3,0,29.17523290450413,0,0,5.796788220659691,3
1,2,1,31.014279030620198,0,0,58.75219385645874,2
0,3,0,21.324694107918,0,0,8.202599904593672,1
1,1,0,48.13874113296719,0,0,205.77837705368367,2
1,2,1,43.56477019421719,0,0,9.637713014925753,1
1,1,1,28.94849814609946,0,0,77.3698724002574,2
0,3,0,6.940793308358079,8,2,48.73815682049552,1
0,2,1,22.581907385662802,0,0,12.538924835158292,1
0,3,0,22.783239420283394,1,0,10.921403193649917,2
0,1,0,28.570052049340525,0,0,28.556570002841248,2
0,3,0,9.116189386737046,0,0,10.095663685540119,1
0,3,0,25.370442780830594,0,0,4.270160720273833,2
0,1,0,28.846644895646893,0,0,10.19091059422141,1
1,2,1,24.696310935528693,2,0,44.81466557620098,1
0,1,0,61.35188589999318,0,0,68.04231674302329,2
0,3,1,29.892427999100182,2,1,13.000957069749468,1
1,2,1,16.827069974053554,2,0,27.270294577948178,1
1,1,0,28.323891682863348,0,0,24.586680057963136,1
0,3,0,22.719250491646463,0,0,9.943824885021272,3
0,3,0,28.22015850118356,0,0,6.591605464202408,1
1,1,1,38.46739619111379,0,0,27.623336920800284,1
0,3,0,28.873421640024084,8,2,39.413311641254694,1
0,3,0,24.729863327547648,0,0,4.997588641690696,1
0,3,1,25.436595125741352,0,0,9.798608814995719,2
1,3,0,38.59025630676516,0,0,6.907987434251359,1
1,1,1,28.802925358691223,0,0,32.86687566484043,2
1,3,1,44.28304757340309,0,1,11.083831316998117,1
0,3,0,22.437541029579513,0,0,6.694229870377807,1
0,3,0,19.356010779116993,0,2,14.171453113080453,1
1,1,1,28.722755278342866,0,0,92.34527374811799,2
0,1,0,12.109043766105213,0,2,237.20786087652675,1
1,2,1,44.7625453280575,0,0,28.631085812169438,1
1,2,0,26.29343409321274,1,0,27.262900201271982,1
0,1,0,30.147050559152795,0,0,238.51299855875982,1
1,2,1,37.26820020715457,0,1,28.320714245373768,1
0,3,0,42.69910708679275,1,0,11.639345743171395,1
0,3,0,22.424601717899726,0,0,7.449629749378028,1
1,1,1,57.23090222868008,0,0,254.0644763141815,1
0,3,0,24.136237629555694,0,0,6.553722105790178,2
0,3,1,37.100521922706946,0,0,8.188524467275203,1
0,3,1,29.547371393056117,0,0,9.803804644240504,2
1,3,1,20.756617984897137,0,0,11.24707576513086,3
0,2,0,28.13940778178572,0,0,7.687090048229453,1
0,3,1,31.458732011318688,1,6,44.45035653867944,1
0,3,0,22.063180723039086,0,0,7.419254993642628,1
0,3,0,23.418186391071313,0,0,60.749303194551395,2
0,3,0,29.17542735443832,8,2,26.011383203924538,1
1,1,0,27.242251099795613,0,0,28.216809066517534,1
0,3,0,27.53051332804197,0,0,8.98954357102695,2
1,2,1,29.792463447950496,2,1,14.418213072436156,1
1,1,0,47.19906820108693,0,0,75.49030460993548,1
0,2,1,37.230876160193056,1,0,112.1241320210417,1
0,3,1,29.425327132894825,1,3,20.235430144910715,1
0,3,0,22.59707776842527,0,0,7.664724535787052,2
0,3,0,22.624745949342255,0,0,6.898505585335933,1
0,3,0,29.22656939133578,1,0,35.15824989364273,1
1,1,0,28.364727212868967,0,0,30.276187302837123,1
0,3,0,60.546505199253176,0,0,33.26437762602111,1
1,3,1,4.286661877794652,0,2,10.393521638239042,1
0,3,1,25.387686410064834,8,2,15.16515218771639,1
