Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,3,0,11.249289205103732,3,1,18.924784350781113,1
0,1,0,56.21826763070982,0,0,12.319848326472497,1
0,2,1,23.409130531316908,2,0,21.986273664271934,1
0,2,0,54.379632819773484,0,0,116.31534597552525,1
0,2,0,39.86177536882799,0,0,8.27108072140293,1
1,3,0,29.3758395394339,0,0,8.48268794638464,3
0,3,1,3.649941516455398,3,2,9.376683034293254,1
1,2,0,29.881683037748196,1,0,27.656793405366287,1
1,3,1,38.89950396366448,0,1,14.908753430905225,2
0,2,0,32.82768982057303,0,0,14.571746174692393,1
0,3,1,52.659841872972585,3,3,22.510805606695467,1
1,2,0,3.6337788019238433,1,1,28.56288151094117,1
0,3,1,23.527864720844278,1,0,13.187458388472303,2
1,3,1,23.2817022595357,0,0,12.119874170043042,1
1,1,1,29.287357491291864,1,0,58.64336842590198,2
0,3,1,30.06549985870862,1,0,10.599978581073996,2
0,3,0,9.176332197973384,5,2,30.345685345228617,1
0,3,0,55.013703902850544,0,0,10.244220326945273,1
0,3,0,28.92392442915368,0,0,10.052058378572596,1
1,1,0,55.24947751790932,2,0,148.11078285955375,2
0,3,0,2.6719203907430815,1,1,7.022216284766856,2
1,3,1,20.207244407755528,0,0,11.555672578576281,1
1,3,1,28.093471489218377,0,0,13.599357655914318,1
0,3,0,2.2237470484893533,4,1,8.662166411984382,3
0,3,0,22.74191133807485,0,0,9.261946751050067,1
0,1,0,33.824939236639395,0,0,214.06776340113822,2
1,1,0,57.909648429311886,0,0,28.16781182059082,1
1,3,1,26.751308620910898,1,0,8.370974566469483,3
1,2,1,27.24761312915959,0,0,30.420837917279158,2
0,3,0,24.936733281691808,0,0,6.4914886648328,1
1,1,1,29.295234503043012,0,0,58.22969411367843,2
0,3,0,20.909500197842945,0,0,7.284266354621283,1
1,1,1,25.256255521638106,1,2,255.49807423901242,1
0,3,0,28.072974368117386,0,0,11.511719503158625,3
0,3,0,28.80525773537771,0,0,22.028941628337734,1
0,3,1,24.69509358828638,0,0,10.698948398825863,1
1,3,1,5.862495199056206,0,1,8.34782758157998,3
0,3,0,20.327512060521258,2,0,6.495198362728532,1
1,1,1,27.894230843507412,0,0,28.542077551575627,2
1,2,1,29.268667461246032,0,0,7.813196248211076,3
0,3,1,8.439892602414647,4,2,31.566585593041285,1
0,3,0,22.4703603114539,0,2,11.429269190071063,3
1,2,1,28.726932458305058,0,0,13.644757040425432,1
0,3,0,21.82011324957681,0,0,10.813094836774486,3
0,3,1,27.415527506760327,0,2,11.726884497525381,3
1,1,1,10.277859723973258,0,2,186.10631106461554,1
1,3,1,29.388668207681782,1,0,7.766588733215808,1
0,3,1,2.4231488770721588,3,2,15.900310489625044,1
0,3,0,24.190474161428952,1,0,9.100426660058442,2
1,3,1,48.15991068428518,0,0,10.490925554309952,1
0,3,0,23.672747713649674,1,0,4.7407623961896475,2
1,2,1,5.792013603636273,0,0,8.677733957135759,1
1,1,0,15.859903489765784,0,2,239.46115979579963,1
0,3,0,28.205735388210755,0,0,4.8857793234820415,1
1,3,0,24.35463196534331,0,0,10.95150290530717,1
0,3,0,28.252565325266733,8,2,22.887790798644133,1
0,3,0,33.80011602527959,1,5,24.591066644961387,1
1,3,0,28.561207091039247,1,0,7.004504754669632,1
1,3,1,22.29903329438641,1,0,10.565777114179975,1
1,3,1,27.680527191751654,0,0,4.957157413844584,3
0,3,0,24.53952223397543,0,0,6.430339043495345,1
0,1,1,29.31368867094256,1,2,58.514216040856354,1
1,2,1,25.22440592208079,0,0,13.134893011085271,1
0,3,1,28.357380507500558,0,0,15.440076722649977,3
0,3,0,18.266540241350814,1,0,36.3476015147732,2
1,2,1,21.773441755420137,2,0,17.88421313352319,1
0,3,0,20.50157802651203,1,2,14.660454306750996,2
1,1,0,19.527124507809834,0,0,33.37881284678671,1
1,3,1,57.89395789178363,1,1,32.65224291733405,2
1,3,0,27.98595079833182,0,0,16.08517583337933,3
0,3,1,34.5955316459157,0,0,11.282798781904585,2
0,3,0,4.1956004062845675,4,2,24.60204365138581,3
0,3,0,28.08333549248987,0,0,5.6399949779335365,3
1,3,0,7.370380411282376,4,1,16.22967010528294,1
1,3,1,18.19491027316658,0,0,9.319779942857185,3
1,1,1,28.088434370605547,0,2,31.016842710002567,1
1,3,0,20.555748509829,0,0,12.335816233131954,2
0,3,1,22.74969405733549,1,0,168.81229950626437,2
0,2,0,28.081435878346056,1,0,4.958612404567222,1
0,3,0,11.841695173068901,3,2,30.475341838949344,1
1,1,0,46.05945929661072,0,0,31.749083836422187,1
0,1,0,29.82303084559426,1,0,80.93132700336677,1
1,2,1,21.778008125529638,0,0,28.10591583730025,1
0,3,0,28.8887577921516,1,0,9.490043055674972,1
0,3,0,9.364787785491238,2,2,40.92564017456851,1
0,3,0,20.00055539727627,0,0,8.062392725688884,1
1,2,0,3.042812208858567,4,1,27.861471479508044,1
1,3,1,37.5273666531646,0,0,8.179413286179638,1
0,3,0,27.50750249605144,4,2,6.100757977392469,3
1,2,1,28.17700402576703,0,0,37.63114414634879,1
0,3,0,26.715131241919,4,2,30.558864387722895,1
0,3,0,20.919530229184403,0,0,8.178078202596286,1
1,2,1,44.55972687326051,2,1,23.58052601983939,1
0,3,0,28.462822198560463,0,0,13.900488936207772,3
1,2,1,21.10010386565908,0,0,15.359640510976291,1
0,3,0,22.09604217933976,0,0,8.32815098359049,1
1,3,0,28.67102644062517,0,0,8.87640373023578,1
0,3,0,27.576204077772623,0,0,6.4831361826353255,1
0,1,1,29.163530972224592,0,0,215.53929551547668,1
0,3,0,29.143651576630383,1,0,9.840585372836248,1
0,3,1,30.860390057507786,1,4,12.534508866753711,1
1,2,1,26.281643598216917,0,0,24.04790734528692,1
0,3,0,28.002202561900372,0,0,3.139642994441261,3
0,3,0,29.794326729148104,1,0,16.67167895577453,3
0,1,0,30.00457056526395,0,0,150.29314980794075,2
0,3,1,31.164954381989432,1,4,28.86659862719738,1
1,1,1,59.63708028714119,0,2,39.43764369168206,1
1,1,1,51.874390071133746,0,2,246.44449336420726,1
0,3,1,28.33995075928606,1,0,13.499679215908051,2
1,2,1,30.696368325833284,2,0,21.885087642977847,1
0,3,0,22.9126206755239,0,0,8.459342416410362,1
1,3,1,10.216867473135792,4,1,24.632849794746303,1
1,1,1,65.02025481209768,0,2,222.52861147891397,1
0,3,0,23.431942063455914,0,0,5.113333631795244,1
