Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
1,1,9.687912940979004,1,1,17.95846939086914,1.0073737614767284,0
1,0,23.29427146911621,1,0,1.48865807056427,1.0045712884351357,0
2,0,15.64384937286377,0,0,4.730915069580078,1.0021142910529424,0
3,1,12.449483871459961,1,0,1.9644123315811157,1.0017189139035727,1
3,0,11.331021308898926,3,1,1.4455852508544922,1.0034648238173034,0
1,0,42.14289855957031,0,0,31.353445053100586,1.0135645208209176,0
3,0,18.10211944580078,1,0,8.343252182006836,1.0047736044917004,0
3,1,10.274831771850586,0,0,2.6471478939056396,2.9929872113635874,0
1,1,49.24433135986328,1,0,15.09682846069336,2.009887546772039,1
2,1,10.525275230407715,2,1,3.6704647541046143,2.039885563646866,1
1,1,36.51647186279297,0,0,19.645177841186523,1.0041096134529364,0
3,0,21.422731399536133,0,0,1.9869335889816284,1.0083705569839623,0
3,0,30.787654876708984,0,0,10.643756866455078,1.008171336036951,0
2,1,34.51871871948242,0,0,51.22968292236328,1.9678356845216636,1
3,1,16.568851470947266,0,0,17.216171264648438,1.0065448803523285,1
3,0,30.9706974029541,0,0,5.755331039428711,1.0025063569040458,0
3,0,26.73719024658203,0,0,4.930567264556885,1.9835630422956654,0
2,1,28.14444923400879,0,0,3.630262613296509,1.9937627429677276,1
3,1,27.210298538208008,0,2,3.787742853164673,2.918178822411916,0
3,1,17.438417434692383,1,1,11.874848365783691,1.0066535820067135,1
2,1,53.087467193603516,1,1,22.013673782348633,1.99540218169331,0
1,1,23.736087799072266,0,0,5.993658542633057,1.0007889327622124,0
3,0,33.219478607177734,1,0,12.010235786437988,1.9570876665357844,0
1,1,16.31279945373535,1,1,5.945516586303711,1.9676741439832857,1
3,1,11.114372253417969,1,1,82.38555145263672,2.0255699732687904,1
2,1,49.44411849975586,1,5,96.56340789794922,2.016432184971728,0
2,0,25.771129608154297,0,0,6.404490947723389,1.0038392436750652,0
1,1,25.800125122070312,0,0,6.3603339195251465,1.9996920162522058,1
3,1,33.18194580078125,0,0,1.6589792966842651,1.011960026345445,1
1,1,46.20838165283203,1,0,54.403167724609375,1.0028651036663285,1
1,1,20.537202835083008,8,0,5.579711437225342,1.0007077658809356,1
1,1,14.784749984741211,0,2,4.0002665519714355,2.0033135981669936,1
2,0,45.082496643066406,8,0,27.40410041809082,1.0036785964687758,1
2,1,61.61909103393555,0,0,276.64288330078125,2.01217145134182,1
3,0,32.04938507080078,0,0,3.351809024810791,2.888692650445301,0
2,0,44.80662536621094,0,0,9.231976509094238,2.9190046238720697,1
3,0,36.29033279418945,0,0,50.88230514526367,1.976871786362127,0
3,0,17.233848571777344,0,0,0.5392564535140991,2.025073582788246,0
3,0,11.126740455627441,0,0,7.6057939529418945,1.0080961919355094,0
3,0,43.774993896484375,0,0,18.68075180053711,1.9858489090918128,1
2,0,35.714115142822266,1,0,9.214920997619629,1.9948569799192897,0
2,0,36.38332748413086,0,0,39.449771881103516,1.0006057360707898,0
3,0,28.190994262695312,0,0,0.2853243350982666,1.0024647521835026,0
1,0,51.5179557800293,0,0,16.454345703125,1.0053788883365755,0
2,0,29.553770065307617,0,0,1.8451799154281616,1.002486400364527,0
1,1,30.97126007080078,1,1,24.444326400756836,1.0065390760840038,0
3,0,23.490219116210938,1,2,4.722593307495117,1.9759981710601107,1
3,1,17.606456756591797,1,0,9.010321617126465,1.0015989884909307,1
