Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1,0,1,-1.6851112842559814,-1.2369288206100464,1,2,1,0,0,0,0.6963820457458496,3
1,0,2,-1.5657192468643188,0.23124945163726807,1,0,0,0,0,0,-0.34036028385162354,3
1,0,0,-0.38427722454071045,1.2363307476043701,1,1,1,1,0,0,-1.3230116367340088,4
0,0,2,-1.0509611368179321,0.4542067050933838,0,2,0,0,1,0,0.04282093048095703,3
0,0,0,0.2592649459838867,-0.08410215377807617,0,4,0,0,0,0,0.457094669342041,4
1,0,2,-0.6327699422836304,1.243281364440918,0,3,0,0,0,0,-1.1573710441589355,3
0,1,1,-1.2004103660583496,0.252447247505188,0,4,0,0,0,0,-1.082074761390686,4
1,2,1,-0.629753828048706,0.663480281829834,0,1,0,0,0,0,-0.7452958822250366,4
1,0,4,-1.5429636240005493,0.9764113426208496,0,4,0,0,0,0,-1.0465034246444702,3
0,0,2,-0.6255419254302979,1.293107032775879,0,4,0,1,1,0,-0.9761656522750854,4
1,0,3,1.25836181640625,-1.3496571779251099,0,3,0,0,0,0,1.4099910259246826,2
0,2,1,-0.22623467445373535,1.0549416542053223,0,4,0,1,0,0,0.127457857131958,4
0,1,2,-1.0516836643218994,0.07079780101776123,0,4,0,0,1,1,0.7714517116546631,1
1,1,4,-0.9018086791038513,1.4135806560516357,1,4,0,0,0,0,-1.3663380146026611,4
1,2,1,-0.5580576658248901,0.03745543956756592,0,0,1,0,0,0,0.3517634868621826,4
1,2,2,-0.021511435508728027,0.16301321983337402,0,0,0,0,0,0,0.4737565517425537,4
1,2,1,-1.0255658626556396,-0.4020599126815796,0,2,0,1,0,0,0.3975105285644531,1
1,2,0,-0.6058794260025024,1.1698124408721924,0,3,0,1,1,0,-0.4544013738632202,4
1,0,3,0.8121054172515869,0.7885534763336182,0,2,0,1,1,1,-0.15186083316802979,4
1,0,3,-0.5803772211074829,0.5419216156005859,0,0,0,1,0,0,-0.3777754306793213,4
0,3,1,-1.0930312871932983,1.3310363292694092,0,2,0,0,0,0,-1.164605975151062,3
1,3,3,-0.19222605228424072,1.4772229194641113,0,2,0,1,0,0,-1.569644808769226,4
0,0,0,-1.5869958400726318,-1.3291038274765015,0,2,1,1,0,0,1.2582075595855713,1
1,1,2,0.7447378635406494,1.2229743003845215,0,2,1,0,0,0,-0.8299312591552734,4
1,1,2,-0.6072276830673218,0.7173936367034912,1,3,1,1,1,0,-0.05325889587402344,1
0,2,2,0.3906702995300293,0.622584342956543,0,2,0,1,1,0,-0.297821044921875,2
1,2,3,-1.285503625869751,1.0112428665161133,0,0,0,1,0,0,-0.18096649646759033,4
1,0,2,-0.27166545391082764,1.2825253009796143,0,4,0,0,0,0,-1.181014895439148,4
1,2,1,-0.4229891300201416,-0.9748275876045227,1,3,1,0,0,0,1.1086833477020264,2
1,3,3,-0.4419519901275635,1.0460929870605469,1,3,1,0,0,0,-0.009780406951904297,3
1,0,1,0.45844197273254395,-0.6450188159942627,0,3,0,0,1,0,0.9162261486053467,3
1,0,0,-0.9632521271705627,0.85443115234375,0,2,1,1,0,0,-0.8710992336273193,4
1,0,2,-1.2573297023773193,-0.3739875555038452,0,3,1,1,0,0,0.7540597915649414,1
0,0,3,-0.06653463840484619,-0.2563133239746094,0,2,0,1,1,0,0.9283409118652344,1
0,2,3,-1.2141013145446777,-0.8539790511131287,0,3,1,0,0,0,1.1079580783843994,1
0,0,1,0.45627903938293457,-0.49148857593536377,1,3,0,0,0,0,1.227592945098877,2
1,1,3,-0.8710631728172302,-1.251638412475586,0,3,0,1,0,0,0.7989315986633301,2
0,3,1,-0.4577533006668091,0.3981363773345947,0,1,0,0,0,1,0.11993598937988281,4
0,0,4,-0.6289047002792358,-0.5107977390289307,0,2,0,0,0,1,0.5329794883728027,4
1,0,2,-0.22072100639343262,-1.2726819515228271,0,3,0,0,0,0,1.3577046394348145,2
0,0,2,0.5182075500488281,0.8005626201629639,1,3,0,0,0,1,-0.06585144996643066,4
1,0,3,-1.2840378284454346,-0.5255147218704224,0,3,0,0,0,0,0.6590514183044434,3
0,0,2,-0.6552618741989136,0.4242711067199707,0,1,0,0,1,1,-0.556491494178772,4
0,1,1,0.2164074182510376,1.0679502487182617,0,0,1,0,0,1,-0.7338179349899292,4
1,0,4,-1.5222684144973755,0.38402771949768066,0,4,0,0,1,0,-0.45185601711273193,4
0,2,2,-1.2184979915618896,1.4241468906402588,1,0,1,0,0,0,-1.615780234336853,4
0,0,1,0.41448140144348145,0.9356119632720947,0,4,0,0,0,0,-0.5113533735275269,4
0,0,2,0.1922968626022339,-0.7874058485031128,0,2,0,0,0,0,1.6277389526367188,1
1,0,1,-1.5716418027877808,-0.04011368751525879,1,1,0,1,0,0,0.4749135971069336,4
0,0,2,1.1594562530517578,-1.0829660892486572,0,4,0,0,0,0,1.180516242980957,2
0,1,4,1.2849650382995605,0.4968411922454834,1,2,1,1,0,0,0.7007112503051758,3
0,1,3,-1.0917954444885254,0.9587221145629883,1,1,0,0,0,0,-0.5031311511993408,4
0,0,2,0.8799042701721191,-0.7807788252830505,0,4,0,1,0,0,1.2004778385162354,3
1,2,4,-0.5077701807022095,-0.12580525875091553,1,2,1,1,0,0,0.4099693298339844,1
0,0,2,0.2433912754058838,-0.38433170318603516,0,3,0,0,0,0,0.7439107894897461,2
0,3,0,0.0939490795135498,1.1585636138916016,1,3,0,0,1,1,-0.7613331079483032,4
