Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1,0,2,1.1344108581542969,0.8460278511047363,1,3,0,1,0,0,-0.541230320930481,4
0,0,3,-1.2918540239334106,-0.6408796310424805,0,4,0,0,0,1,0.935957670211792,4
1,0,0,-1.4761468172073364,0.08260035514831543,0,3,0,0,0,0,-0.3252815008163452,4
0,1,2,-0.6639742851257324,-0.7476064562797546,0,3,0,1,0,0,1.588331937789917,2
1,0,3,-0.521458625793457,0.17493832111358643,0,1,1,0,0,1,0.35171985626220703,3
0,2,2,0.7565631866455078,1.349196434020996,0,1,0,1,1,0,-0.9539490938186646,4
0,0,1,-0.2905186414718628,-0.08851218223571777,1,0,1,0,0,0,1.1322822570800781,2
1,0,2,-0.4403190612792969,0.853515625,0,2,1,0,0,0,-0.05106854438781738,4
0,0,1,-0.5669362545013428,1.38438081741333,0,2,0,0,0,0,-1.0930850505828857,4
0,0,1,-0.46349334716796875,1.266303539276123,0,2,0,1,0,0,-1.1164677143096924,4
0,1,2,-0.508515477180481,1.4439399242401123,0,1,1,0,0,0,-1.4328782558441162,4
1,3,2,-0.9094125628471375,0.37759923934936523,0,2,0,0,0,0,-0.07074284553527832,4
0,0,1,0.32222723960876465,0.8379557132720947,0,3,0,1,0,1,-0.3205631971359253,3
0,0,3,-1.250654697418213,-0.43172264099121094,0,3,0,0,0,0,0.28473901748657227,1
1,0,2,-0.7831507325172424,-0.20005548000335693,0,4,0,0,0,0,0.20652222633361816,4
1,0,2,-1.5133949518203735,-0.3173943758010864,0,0,0,0,0,1,-0.07738184928894043,2
0,2,2,-1.431007742881775,-0.6478115320205688,1,1,0,0,0,0,0.650571346282959,3
0,0,2,-0.5390801429748535,-0.6449215412139893,1,3,0,0,0,0,1.1884984970092773,3
1,0,3,-0.17390501499176025,1.1811244487762451,1,2,1,0,0,0,-0.6718895435333252,3
0,0,2,-0.7513063549995422,-0.4407944679260254,1,3,0,0,0,0,0.7238426208496094,1
1,0,2,-0.3273293972015381,1.0330400466918945,0,2,0,0,0,0,-0.8648594617843628,4
1,2,2,0.09883177280426025,0.8436555862426758,1,3,1,1,0,0,0.11534690856933594,4
0,3,2,-1.6210525035858154,0.7871189117431641,0,2,1,0,1,1,-0.5937654972076416,4
1,0,3,0.9832441806793213,-1.0657894611358643,0,4,0,1,1,0,1.6849050521850586,1
0,0,2,-0.9177131652832031,1.1456122398376465,0,1,0,0,0,0,-1.1665077209472656,4
0,2,3,-0.8081358671188354,1.4149963855743408,0,0,1,0,1,1,-1.4100475311279297,3
0,0,2,-1.3350123167037964,-1.0268782377243042,0,3,0,1,1,0,1.348083257675171,2
1,3,2,-0.003594517707824707,0.43235182762145996,1,3,0,0,0,0,-0.5282227993011475,3
0,1,2,0.7033975124359131,-0.311116099357605,1,3,1,0,1,0,0.8594858646392822,1
0,0,0,0.6382672786712646,-0.06134617328643799,1,3,0,1,0,0,1.1500539779663086,3
0,2,0,-0.5874402523040771,1.5055630207061768,0,2,0,0,0,0,-1.4799082279205322,4
