Geography_Germany,Geography_Spain,Gender_Male,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0.0,0.0,1.0,0.4234026792341429,0.45041807014305124,0.2,-0.0036433622173866337,0.3333333333333333,1.0,0.0,0.7292292684174799,0.0
0.0,0.0,0.0,0.5345539712458971,0.6192015851556161,0.4,-0.0004496168393209086,0.3333333333333333,0.0,1.0,0.7301899092742595,0.0
1.0,0.0,0.0,0.47237503094074196,0.15022430666164419,0.3,0.5836238894149317,0.3333333333333333,1.0,0.0,0.6148356120211312,0.0
0.0,0.0,1.0,0.6705500125719273,0.3491861576505179,0.5,-0.0002494075345666935,0.3333333333333333,1.0,1.0,0.32739882346259064,0.0
1.0,0.0,1.0,0.459117085668099,0.5236395969055028,0.5,0.716383294393373,1.0,1.0,1.0,0.49252844937330087,1.0
1.0,0.0,1.0,0.7379547116260055,0.21548844099465386,0.7000000000000001,0.6638776533729043,0.3333333333333333,0.0,0.0,0.16402572771813462,0.0
0.0,1.0,0.0,0.7869957327665962,0.21436264041007072,0.9,0.5173289126658945,0.0,1.0,1.0,0.7133481656825081,0.0
0.0,1.0,1.0,0.31397051905403445,0.21030169248429817,0.7000000000000001,0.5749212368510882,0.0,0.0,0.0,0.7861003967841929,0.0
0.0,1.0,0.0,0.4229983055865202,0.3071142276016099,0.7000000000000001,-0.0022996729242870198,0.3333333333333333,1.0,0.0,0.4766012356477238,0.0
1.0,0.0,1.0,0.5437579218272924,0.6403863006856871,0.2,0.6634194662273645,0.6666666666666667,1.0,1.0,0.38901558317090373,1.0
0.0,0.0,0.0,0.9153187472345692,0.10521711282746957,0.6000000000000001,0.5142182383998455,0.0,0.0,0.0,0.6494251373600665,1.0
0.0,0.0,0.0,0.42618744078713,0.12074285675047171,0.8,0.001375930529620977,0.3333333333333333,1.0,1.0,0.8718739992367681,0.0
0.0,0.0,0.0,0.5084184828842494,0.28928436138194946,0.0,0.5261043017705787,0.0,0.0,0.0,1.0891460490326266,0.0
0.0,1.0,1.0,0.40906544729325417,0.20057665871797817,0.7000000000000001,0.4301108875480163,0.0,0.0,1.0,0.2404919023783371,0.0
0.0,1.0,1.0,0.8134125358033001,0.49881971686687177,0.9,0.37007381176828014,0.3333333333333333,1.0,1.0,0.013937379997672195,0.0
0.0,0.0,1.0,0.7795380303271394,0.36157672996732304,0.7000000000000001,0.47294787720379294,0.0,1.0,1.0,0.7589553730436485,1.0
0.0,1.0,0.0,0.4395024340716072,0.593439733127592,0.4,0.4041589878198373,0.0,1.0,1.0,0.9564630836453869,0.0
0.0,0.0,1.0,0.35202910500795886,0.3761820782588478,0.6000000000000001,0.503957597083541,0.0,1.0,0.0,0.4877475372301835,1.0
0.0,0.0,1.0,0.6194542639185704,0.4875556820992229,0.4,-0.00958945114293384,0.0,1.0,1.0,0.9108973348190117,0.0
