V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
1.922408920865281,0.45301436164929615,-1.8109967786541772,1.7304448191199295,-1.8461846829454767,4.13340903200272,-1.965285556765217,-0.437366445016415,0.09746444413409228,-0.03304692310849952,-1.5861012023102399,1.681101687498346,-0.25302288853159083,-3.2252464479523173,2.7847611612943513,-2.172031609614965,0.5874803197201075,0.8220839879829546,-1.6282184013744634,-0.45024843571519146,-0.3733728364223137,-0.8425956423027522,0.17513052631480494,0.5945007172596871,-1.3775435759981531,-0.5725059068028883,-0.3342931970893537,-0.07192333359015846,1.890842050602879
1.9636484935364305,0.7600636882222647,-1.553160029089425,1.8743254030813434,-0.6521137851174871,4.07850391903862,-1.1593209449624908,-0.6805269948881645,-0.17039156870714234,0.04030418940459224,-1.4309929774295487,1.6330780407023224,0.28604425026249924,-2.974142674488247,3.082050207453897,-0.14227373372815977,0.29300059148589763,-1.0624972718247638,-2.358241706514759,-0.5468951083452358,-0.5084304135797578,1.0605683708748987,0.2168540175530566,0.6124661646818198,-1.3329641233885072,-0.15818621842351563,-0.34285255249112717,-0.00034193101122230885,-0.30171325615644484
2.0309023170544815,-0.29989430401546413,-1.1021018156819797,0.7478325149140771,-0.48747016130764864,0.8364697344808405,-1.6350118321997578,-0.29237832047919576,-0.3968419635802175,6.126941784799929,0.6192865106777652,0.8887603418570298,-0.6917662330832461,-0.4568424624286801,2.4922069634386252,-1.7999703364972763,-0.431020612217042,0.44319918790687785,-1.9223829967984103,-0.10737868612664586,-0.10033190702593484,0.4480652106633387,0.0037708820569867588,0.4592774226851327,-0.6954793868085254,0.059976273504456695,-0.8714800396951161,-0.06360424578897104,1.537053673412344
2.0157027994725976,-0.547351149625906,-3.016152961692354,1.0922948595919746,-0.9135754830655358,0.48795105760043406,-1.2749648493830592,-0.535280655349184,1.2320992458169617,0.04090723636660237,-1.1216388179063925,0.6930063560581434,0.3295951880614206,-3.352241111580123,1.4541584752803973,0.037639223608902934,-0.009822767766327067,0.3051752835849736,-2.3349900266948787,-0.22074962855670072,-0.4991854103042592,-1.019938266396651,0.19043502740519103,0.3326483665508725,-0.04335006919976786,-0.40432671278096,-0.03312489138687259,0.027978765071037026,0.6876868784615819
2.0585126663350644,-1.4145703669052239,-1.1902779115464874,1.5440836031666978,-0.8162121491146648,0.8531788901009406,-2.013456823856377,-0.42676795991588273,-0.056137663539697735,0.008675799662528932,0.2707068356376127,1.1699505532491226,-0.06289135173605356,-3.4314836903390527,2.650758672527237,-0.32183074541258483,-0.3730144015402635,0.9760673337637789,-2.166178897671238,-0.49149286122385133,-1.5143633687755462,-0.1531070404202189,0.3649200295815168,0.40652847846689555,-1.119035510797092,-1.0329540262924275,-0.24171850541769563,0.03988384453777867,0.3488024021150018
-0.8863086034479584,0.44046144506150675,-1.483723312507265,5.349579687493355,-0.9245771691015509,4.177075620355058,-1.2091745880323308,-0.12700688680362304,0.02374830961744867,1.439840838311824,-1.1571345549363126,1.1480353771081444,-0.5715879909238726,-0.13188847578065943,2.676218124179449,-0.08480784330854962,-0.9339146371631195,0.24399568076809305,-2.1659961125992684,-0.20101809749751487,-0.3325426974600226,1.0178966053652934,0.22085779727224938,1.547570875636638,-0.3768083141088199,-0.14111009204723005,-0.4426684785352757,-0.0018468203771908479,0.04163359166978786
2.0399699638093645,1.1848705120600271,-1.5107701138523952,5.774090970831077,-0.6279779352405914,0.8709715831621828,-0.25787220949644324,-0.439123749056167,-0.06064415379908626,-0.39724290667286494,0.44088632213849027,1.540537105401323,0.08413732345875007,-0.674451579206626,2.6496725532246113,-0.48706084688046325,0.03036413807709848,-0.610761425994446,-2.445872167399725,-0.4207634341072332,-0.2720049802260695,0.5308644757037059,0.09132978155914831,0.36511201923200576,-1.1006430956014823,0.12039008748783697,-0.023584319533305458,0.18391428562353357,-0.26943569027064385
1.7000696092638252,0.612068618811515,-1.4904847055633688,1.6489257932744437,0.6893520514375173,0.18687708833255423,-0.9617067244932871,-0.7197920981611053,-0.35339807563695425,0.101628005901654,0.7053862917586873,1.962318200803938,-0.20392758732032407,-2.435235603861674,2.7232756883926896,-0.7498059283721712,-0.2519103827283992,1.4708463582400007,-2.348248425265889,-0.5566312442768762,-0.4198077035298513,0.5960810754826054,-0.06111961304133999,0.6267917623901224,-1.4464715881805301,-0.15455385038612887,-0.17904953903185677,0.08248263436555205,-0.08138204201506483
-0.6390816896696246,0.5708144056775759,-1.8855343462057659,1.7335838631862837,-0.15838772690510236,0.38434594839322145,-0.7074439565689765,-0.4750332002328407,-0.46717295585617413,-0.39978979271824616,-0.9214314892247715,1.6053469294652414,0.24042102051907716,-2.5046071966490384,2.7630700097557366,-2.1369693640022307,-0.5860290820923817,0.7475624484446367,-1.4541886229926373,-0.13938329046125142,-0.6072354330478897,0.6017659254974128,0.3462173049289075,0.5307359352674362,-1.2057753144952652,-0.11184372750427468,-0.022072614070344825,0.0617046506277669,-0.29866993297411704
-0.28245540286706494,0.6564000765329068,-1.2526658256785634,1.7705844075757713,-1.8885574393709015,3.8350152945418388,-1.380955896405517,-0.4561256671684871,0.2652996242268141,0.34214838995005187,-1.4622950862182824,0.9504526420815026,-0.5317931021903608,-0.13018985519687248,2.8284184005066986,-0.2635847140627129,0.5213291276215288,0.18415335691889392,-2.299142814544668,-0.33545253941811565,-0.3009292521342176,0.584325820183021,0.2108361535956109,0.3288965322076341,-1.212071633865815,0.420421632277746,-0.6352049131680707,-0.3772940263453794,-0.07068876466181262
