age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
61,0.0,313764,3,9,0,10.0,2,0,1,29,0,40,-0.012553515996543488,0
74,2.0,43636,0,13,0,3.0,2,0,1,56,-1,57,0.0012651446416359414,1
26,0.0,418155,11,2,4,4.0,3,0,1,-2,0,30,28.267833061961284,0
30,0.0,156494,1,10,2,0.0,3,2,0,-20,0,37,0.00037118153290970757,0
49,0.0,25828,1,10,0,1.0,2,1,1,-16,-1,40,7.2533296190870775,0
35,5.0,262443,0,13,6,4.0,0,0,0,-22,0,48,-0.0267093575995155,0
68,0.0,269524,10,14,0,4.0,2,0,1,-12,1780,49,-0.01854967272502284,1
19,0.0,180525,3,9,2,10.0,1,0,1,-53,1780,22,-0.01700673042400523,0
19,0.0,240392,1,10,2,2.0,1,0,1,-12,-1,37,0.0034110248957590576,0
77,0.0,275633,3,9,3,2.0,5,0,0,6,2161,40,-0.03520719422931318,0
44,4.0,86043,1,10,1,0.0,3,0,0,-22,-1,40,-0.006391327286796814,0
42,5.0,272443,0,13,0,3.0,2,0,0,-27,0,59,-0.03155479981832581,0
43,0.0,166738,1,10,0,1.0,2,1,1,-7,-1,40,-0.01093243172901883,1
18,0.0,256708,2,7,2,2.0,4,0,0,-21,0,9,0.016041260544016063,0
18,4.0,292401,3,9,2,2.0,1,0,0,-30,-1,22,-0.030514716779961946,0
43,1.0,131596,13,15,0,5.0,2,0,1,1,-1,50,0.009261564792727519,1
17,0.0,88940,2,7,2,2.0,1,0,1,-15,-1,23,-0.004159715396768146,0
22,0.0,713758,3,9,2,2.0,1,0,1,8,-1,37,-0.00548232926727006,0
54,0.0,516249,3,9,3,2.0,5,0,0,-21,0,37,0.0049422090000423346,0
23,0.0,92952,2,7,2,2.0,5,0,0,-17,-1,25,0.009198656270973866,0
49,0.0,217347,3,9,3,2.0,5,4,0,-5,0,35,0.012014822929750625,0
