age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
54,4.0,192042,1,10,0,8.0,2,0,1,30,2,40,-0.02134790526365463,0
46,0.0,218437,3,9,0,3.0,2,4,1,11,1,40,-0.01662374904134144,0
52,0.0,91563,10,15,0,5.0,2,0,1,37,2,40,3.178259347103197,1
22,4.0,196967,5,12,0,1.0,2,0,1,-37,-1,40,0.0321503366542026,1
59,0.0,147258,0,13,0,6.0,2,0,1,-67,0,40,-0.04863903291153092,0
30,0.0,141032,3,9,0,1.0,2,3,1,14,0,40,29.619103518964963,0
79,1.0,1762,0,13,0,5.0,2,2,1,-12,1,61,-0.014009410305745252,0
37,2.0,135795,0,13,1,5.0,3,0,1,87,5,40,3.6039783546959963,1
38,0.0,212822,1,10,1,3.0,3,0,1,1,1,19,-0.03926203863627677,0
38,0.0,153550,8,4,0,8.0,4,0,1,-3,1,15,21.543400727044475,0
49,0.0,161094,10,14,2,5.0,3,4,0,4,1,50,-0.0028531537433414255,0
51,0.0,311273,4,16,0,5.0,2,0,1,102985,1,40,-0.002064195837067928,1
29,0.0,200583,1,10,0,2.0,0,0,0,4,1,38,0.01536390539495011,0
25,0.0,196380,1,13,0,8.0,0,1,0,-23,0,37,-0.01097215850829337,0
37,4.0,176154,3,9,0,10.0,2,2,1,54,-2,40,18.43164376741049,0
24,1.0,87117,10,7,0,6.0,2,0,1,89267,2,51,-0.03396425075512303,0
37,2.0,113615,1,10,1,4.0,2,0,1,8,1,51,0.0005731812362327386,1
21,0.0,294640,1,10,2,3.0,1,0,0,32,1,40,-0.019013391703871584,0
18,0.0,130210,2,7,2,7.0,4,0,1,-40,2,19,16.031792290653506,0
32,0.0,134987,5,12,1,0.0,5,0,0,1,1,40,0.003597102962889091,0
50,0.0,145542,3,9,0,3.0,2,0,1,-2,0,40,-0.02203338036588248,0
41,0.0,244025,1,10,0,1.0,2,0,1,-13,1,40,0.014359688754140666,1
33,0.0,363787,7,6,2,2.0,1,3,1,-17,2,23,11.163970989226003,0
41,0.0,160157,3,9,3,1.0,5,0,0,33,0,40,-0.024168702822219213,1
51,0.0,158277,10,14,3,1.0,3,4,1,58,1,47,-0.027809538331424424,0
85,0.0,174014,8,4,0,3.0,2,0,1,12,-1,38,19.751999620798088,0
45,5.0,118652,1,10,2,4.0,3,0,1,-35,1,40,0.0511752255262575,0
44,0.0,341822,0,13,2,5.0,5,1,0,40,0,40,-0.010329404164419258,0
43,2.0,181901,1,10,0,3.0,2,0,0,104932,0,40,7.587992177322528e-05,1
33,3.0,118812,5,12,1,0.0,5,0,0,-63,0,18,-0.014806710438752119,1
50,4.0,63136,3,9,0,10.0,2,2,1,64,2,22,16.382207097817904,0
36,1.0,97956,3,9,0,1.0,2,0,1,-18,0,50,-0.030850173664843942,0
41,0.0,239325,7,5,1,2.0,1,4,0,-61,2,19,-0.06238358554791013,0
30,0.0,233461,6,11,0,1.0,2,0,1,41,0,40,-0.017994816735773723,0
53,2.0,239675,1,10,0,1.0,2,0,1,-1,1,54,-0.030525999530031333,1
