Geography_Germany,Geography_Spain,Gender_Male,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0.0,0.0,1.0,0.8911014795303345,0.1629832684993744,0.7303160429000854,0.43951625916993514,0.0,1.0,0.0,0.7373805642127991,0.00030424917300608773
0.0,0.0,1.0,0.8801003694534302,0.12765175104141235,0.37833264470100403,0.00036606564174679606,0.030616700649261475,1.0,1.0,0.2758064270019531,9.143820266567843e-05
0.0,0.0,0.0,0.7804073691368103,0.3457251489162445,0.337299644947052,5.308008361066428e-05,0.36194199323654175,1.0,0.0,0.5220774412155151,0.0005594550851022789
0.0,0.0,1.0,0.752838134765625,0.29069486260414124,0.8451031446456909,1.8654586486381705e-05,0.34721484780311584,0.0,0.0,0.735809862613678,0.00018739161374060065
0.0,1.0,1.0,0.7271106839179993,0.25106263160705566,0.18920516967773438,0.00018198263860053142,0.3317398428916931,0.0,0.0,0.8834222555160522,0.00010627703427085605
1.0,0.0,0.0,0.9305863380432129,0.1031443178653717,0.8465827703475952,0.4239422468879543,0.35865214467048645,1.0,1.0,0.8224950432777405,0.00011145446946532194
1.0,0.0,0.0,0.5056679844856262,0.5820229053497314,0.9301813840866089,0.546715186816482,4.4405460357666016e-06,1.0,1.0,0.12040501832962036,7.275823744750968e-05
0.0,0.0,0.0,0.5958173871040344,0.6220195889472961,0.2983173131942749,8.613915544358758e-05,0.3434387445449829,1.0,1.0,0.37026306986808777,4.204932159142851e-05
0.0,1.0,0.0,0.7322202324867249,0.18066859245300293,0.6975381374359131,0.6377906781216237,1.0132789611816406e-06,1.0,1.0,0.7380529046058655,5.452253919250384e-05
0.0,0.0,1.0,0.6926372647285461,0.23091503977775574,0.44160574674606323,0.5160699631758946,0.0029448270797729492,1.0,1.0,0.8872408866882324,0.00011420081447763762
1.0,0.0,1.0,0.4597908854484558,0.34586697816848755,0.17447155714035034,0.25345254965944514,5.960464477539063e-08,1.0,0.0,0.2615727186203003,0.00041078368635524246
0.0,0.0,1.0,0.6275100708007812,0.16312867403030396,0.5751444101333618,0.0006434485898132763,0.16474947333335876,1.0,1.0,0.32079046964645386,0.00016694878133780561
