Geography_Germany,Geography_Spain,Gender_Male,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0.0,1.0,1.0,0.5036473542199358,0.3918918918918919,0.4,0.0,0.3333333333333333,1.0,1.0,0.09038860475614302,0.0
0.0,1.0,0.0,0.6234279910614072,0.2432432432432432,0.1,0.0,0.3333333333333333,1.0,1.0,0.47821284912739254,0.0
1.0,0.0,0.0,0.5266792902984382,0.3108108108108108,0.4,0.6667869742058011,0.3333333333333333,0.0,0.0,0.9696362166687216,0.0
0.0,0.0,1.0,0.9048688958315871,0.3108108108108108,0.5,0.0,0.3333333333333333,1.0,0.0,0.6345018283477654,0.0
0.0,0.0,0.0,0.47845044369087325,0.3108108108108108,0.3,0.33140616660150446,0.0,0.0,0.0,0.5932370841743405,1.0
0.0,0.0,1.0,0.4679999999999998,0.2702702702702703,0.2,0.0,0.0,0.0,0.0,0.2775966484767371,0.0
0.0,0.0,1.0,0.7962279999682856,0.7534369481078372,0.8,0.22656526566104768,0.0,0.0,1.0,0.14163253470767098,0.0
0.0,0.0,1.0,0.6870101214369039,0.1756756756756757,0.8,0.6723357099458672,0.0,1.0,0.0,0.1726013789607104,0.0
0.0,0.0,0.0,0.408,0.1486486486486486,0.4,0.0,0.3333333333333333,0.0,1.0,0.7477255321627498,0.0
0.0,1.0,1.0,0.4833033221681605,0.1216216216216216,0.8,0.0,0.3333333333333333,0.0,0.0,0.4092699676407006,0.0
1.0,0.0,1.0,0.5133806363986544,0.3853256101694706,0.3,0.49697882885593253,0.0,1.0,0.0,0.7519439275963294,0.0
0.0,0.0,1.0,0.61,0.3243243243243243,0.1,0.0,0.3333333333333333,0.0,1.0,0.8038475914726163,0.0
0.0,0.0,1.0,0.602,0.3918918918918919,0.4,0.0,0.0,0.0,1.0,0.16833209973016547,0.0
1.0,0.0,1.0,0.38611526914476346,0.2162162162162162,0.3,0.5766941919048055,0.0,1.0,1.0,0.27878292381654424,0.0
0.0,1.0,1.0,0.6784577469386781,0.3378378378378379,0.8,0.5325680316282335,0.0,0.0,0.0,0.8392587462992609,0.0
0.0,1.0,1.0,0.6167647353926125,0.13659203564979353,0.1,0.4066929083667855,0.0,1.0,1.0,0.28135883612670654,0.0
0.0,0.0,0.0,0.55864467291159,0.6864137360596432,0.4,0.625793794371162,0.6666666666666667,1.0,0.0,0.014934270449747803,1.0
0.0,1.0,0.0,0.7208394977412982,0.2567567567567567,0.4,0.44909639861206435,0.0,1.0,1.0,0.09989400865151825,0.0
0.0,0.0,0.0,0.7695541912051551,0.1216216216216216,0.5,0.5848766847559022,0.0,1.0,0.0,0.35503850418124,0.0
0.0,0.0,0.0,0.7765146444432083,0.3108108108108108,0.3,0.5906055248618123,0.3333333333333333,0.0,1.0,0.4027137950036773,0.0
0.0,0.0,0.0,0.5959447877554839,0.2027027027027027,1.0,0.0,0.3333333333333333,0.0,0.0,0.2008172524994773,0.0
0.0,1.0,0.0,0.5728448825032016,0.5445557202995707,0.9,0.5785251518599623,1.0,1.0,0.0,0.2142148551551107,1.0
0.0,0.0,0.0,0.6197584389833198,0.2027027027027027,0.2,0.3752922907136293,0.0,1.0,1.0,0.18110794925784612,0.0
0.0,0.0,1.0,0.2043271154267614,0.445945945945946,0.5,0.48290481548012176,0.0,1.0,0.0,0.10942765040468871,1.0
