Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
3,1,20,0,0,47,1,1.0357786980575996
3,0,37,0,0,64,1,0.005870254288644618
2,0,25,0,0,101,1,1.0146570765130793
3,1,43,1,2,19,1,1.026354100705219
1,1,-1,1,2,48,1,1.0199579892030284
1,1,20,0,0,46,1,1.0348160853576263
2,0,30,4,0,13,1,1.008654672042582
1,1,2,1,1,29,1,1.0483855570756886
3,0,32,0,0,9,3,0.006566902684239915
2,0,30,0,0,9,1,0.0030676086626072662
2,1,28,1,1,34,1,0.04059801250790224
3,0,13,0,0,7,1,0.01169475401997785
2,0,31,0,0,117,1,0.017524692018740424
3,0,51,0,0,25,1,1.0393862485680165
3,1,41,0,0,24,1,1.0236475915340848
3,0,49,0,0,12,1,0.0029896661779200973
3,0,40,0,1,26,1,-0.00697869562533139
3,1,27,0,0,2,1,0.9829588571750886
3,0,30,0,0,9,1,0.005795656804966107
3,0,64,0,0,8,1,0.9864084859049125
3,0,29,0,0,16,1,0.03482959347900603
2,0,32,0,0,10,1,0.007298451323911746
2,0,30,0,0,4,1,0.011270117585353042
3,0,28,0,0,11,2,1.010612777651149
1,1,42,1,0,84,1,1.0091402804759397
3,0,26,0,0,7,1,1.0234147365033166
3,0,25,0,0,11,1,0.008636146716099323
2,1,28,1,1,24,2,0.007640623360643731
3,0,27,0,0,11,1,0.024335529556706786
3,0,22,0,0,8,1,0.00803120372381498
3,0,50,0,0,10,1,0.02325059256376288
1,1,34,1,0,14,2,1.0574357446067935
3,1,39,4,0,11,1,1.037591461770741
3,0,14,0,0,6,3,1.0139579590021877
3,0,40,0,0,12,1,0.0036906410682410688
3,1,34,1,1,40,2,1.043160451474524
3,0,25,0,5,32,1,0.006336032915280802
2,1,24,1,0,-1,1,1.015142744285518
2,0,39,0,1,21,3,0.008634937234155666
3,0,29,0,0,9,1,1.0132978216161572
1,1,33,1,0,175,2,1.0429225893555896
2,1,15,0,0,16,1,-0.0022234734407727075
3,0,30,0,0,24,1,0.009720223691678633
3,0,7,0,0,34,1,0.008044197732338488
3,0,62,0,0,9,1,0.014358185545483624
3,0,0,1,5,218,1,0.01255749844065813
3,0,30,0,0,10,1,0.00792513858327922
2,1,0,1,1,26,1,1.0376593428537089
2,1,27,0,0,10,1,1.0223884925288416
1,1,3,4,2,36,1,0.036156946216101174
3,0,44,0,0,10,1,1.0285091181090873
3,0,26,0,1,31,1,0.022157162789310673
2,1,28,2,1,24,1,0.023677904118931194
1,1,15,0,0,19,1,1.0290650913898023
1,1,37,0,0,9,1,1.0082544977574799
3,0,30,0,0,13,2,0.008665178684064216
3,1,28,2,5,14,1,0.9863413981289437
2,0,6,1,5,25,1,0.011612162424020356
3,1,38,1,0,51,1,1.0397049305152426
3,0,59,0,1,141,1,0.012730695550779127
2,1,47,1,1,76,2,1.025971143230612
1,1,37,1,1,108,2,1.0304912553390326
2,1,36,0,0,136,2,1.0331926754775553
1,1,18,1,0,5,2,1.0087566540238362
1,1,33,1,0,291,2,1.0341985746242668
1,1,16,1,0,87,2,1.0098882940959746
2,0,42,3,0,28,1,0.004007154966643934
3,1,36,1,1,25,1,0.996400651147185
3,0,20,0,0,100,1,1.0126166781954606
3,0,20,0,0,4,1,0.016362545360409275
3,0,46,0,0,77,2,0.0013223535060757983
1,1,25,1,2,20,1,1.0239840384718875
1,1,36,1,1,133,2,1.020989652813566
3,0,6,0,1,16,1,0.03368286023321741
2,0,-4,5,1,36,1,0.04878363137621284
1,0,23,1,0,3,1,1.0058884486827082
2,0,29,4,0,12,1,0.010553206406016077
1,1,27,1,1,25,2,1.0320375724502313
2,0,30,0,0,18,1,0.008907319786027377
3,1,4,0,1,25,1,0.9932806299962679
3,0,28,4,0,12,1,0.012880467970941853
1,1,45,1,1,10,1,0.025583794146269295
1,1,6,1,2,42,2,1.084513676164991
3,0,61,3,1,25,2,1.024699122434068
3,0,31,0,0,12,3,1.0039429003539442
1,1,4,1,1,130,1,1.0262174908381263
2,0,22,2,0,35,1,1.0223913775384452
2,1,0,1,2,32,1,0.014087208774298973
1,1,29,1,0,1,1,1.0222714532557893
3,1,38,1,3,22,1,1.0275648920472054
2,0,38,0,0,27,1,0.008930428461416673
3,0,18,0,0,10,1,-0.00303396146345863
3,0,33,0,0,8,1,0.02044262266440951
1,1,24,1,0,23,1,-0.005531577767911464
1,1,28,1,0,274,1,1.034915797619033
3,1,17,0,0,5,3,1.0062845243327172
2,0,42,0,0,50,1,-0.00020385051828405922
3,0,63,0,0,13,1,0.015304147429415388
1,1,30,0,0,7,1,1.0411682774628819
3,1,55,1,2,102,2,1.0296112059060636
2,0,-1,0,1,32,1,0.019447638030168996
2,0,24,0,0,5,1,-0.0029633137217606083
2,1,24,0,1,12,1,1.0088575085625517
1,1,39,1,1,47,1,1.0293208484801575
2,0,3,2,5,24,1,0.005705379629059507
2,0,32,0,0,6,1,0.018524678309752306
2,1,47,1,2,25,1,1.0181795587995737
3,0,45,0,0,4,1,0.006225538289198836
3,1,32,0,0,12,2,1.003512224721593
3,1,26,0,0,14,3,1.0045682438459929
2,1,14,1,2,26,2,1.0277537033515356
3,0,31,0,0,8,1,0.018382998151240268
3,1,26,0,0,9,1,1.00791897128185
3,1,29,0,0,5,1,0.00975199415915351
2,1,33,4,0,75,1,0.9858140545419651
1,1,50,1,1,28,1,-0.025855610238572874
2,0,57,0,0,84,2,0.0016264376998259764
3,0,28,1,1,1,1,1.0099248399056806
3,1,5,1,0,273,1,-0.0065029568180602106
3,0,44,0,1,30,1,0.019823177772357495
3,1,52,1,3,13,2,1.027830522030367
2,0,18,0,1,18,1,0.02575011992010777
2,0,-7,2,0,116,1,0.007914767319625529
1,1,26,1,1,182,2,1.011948176824683
3,0,66,0,0,22,1,0.012246317398139661
2,0,-1,4,1,27,2,0.007960926132886471
3,0,55,0,0,8,1,0.014841498579380857
3,0,36,0,0,4,1,0.0037327583720596397
3,1,47,0,0,109,1,1.030575949161611
3,0,39,0,0,8,1,0.014697645050476613
3,0,23,0,0,9,1,0.005589376754606045
3,0,35,0,0,106,3,0.0019259173456416356
3,0,32,0,0,563,1,0.01347542745561048
2,0,34,0,0,13,1,0.028750737230184068
2,1,28,1,1,20,3,1.044261332710187
1,0,-3,0,1,27,1,0.01000043178538376
3,1,37,0,0,24,1,1.0270764268609494
3,0,39,0,0,27,1,0.013439628022447015
3,0,24,0,0,20,1,0.010692098770266426
3,1,4,1,6,7,3,0.007866400805698871
3,0,21,0,1,27,1,-0.008652704901168682
3,0,35,0,0,36,1,0.025777974975875667
3,0,9,4,2,28,1,0.02554139361769427
2,1,46,0,0,10,3,0.0156903498024507
3,0,25,0,0,8,1,0.016301750847340313
3,1,33,1,0,73,3,1.0442585296450286
1,1,30,1,1,95,2,1.03675659198376
2,0,26,0,0,4,1,1.0017833120747968
3,0,27,0,0,12,1,1.0122195344419942
3,0,27,0,0,11,1,0.007466442996278872
3,0,29,0,0,9,3,0.009680464833637022
1,1,55,1,0,149,1,1.0151648565701938
3,1,26,1,1,16,1,-0.0013322280710376584
2,0,33,0,0,10,1,0.014921840222028316
3,0,22,0,0,8,1,1.0282816770630407
3,0,66,0,0,7,1,-0.010017151058659591
3,0,29,0,0,9,1,0.018587423486567372
3,0,44,0,0,8,3,0.00488321931338021
1,1,25,0,0,5,1,1.0212000352866668
2,0,16,0,0,9,1,0.00038940769226958924
3,0,38,0,0,6,2,1.023947019362369
2,0,37,0,0,6,1,0.01365682157872954
2,0,-7,4,1,41,1,0.04129596633415434
3,0,19,0,2,22,1,0.005991802822665067
3,0,73,0,2,24,1,-0.0004679933643816776
1,1,21,0,0,205,2,1.0240343269301808
1,0,32,0,1,24,1,0.009682889079104877
1,1,31,1,0,52,2,1.044842559008364
3,0,56,0,2,18,1,0.012343349715556907
1,1,33,4,1,25,1,1.0434706761898755
3,0,38,0,0,12,1,0.0006053146885424516
1,1,37,0,1,77,1,1.0270059263814069
3,1,24,0,2,25,1,0.022073314177184663
1,1,25,1,1,61,1,0.9868225172782582
2,0,26,4,5,31,1,0.020892292910530443
2,0,23,0,0,29,1,0.0035166497404463706
3,0,40,0,0,26,1,0.01421745519120536
1,1,23,1,1,70,1,1.0138117206627886
3,0,7,2,2,35,1,0.02974039979176712
3,0,30,0,0,8,1,1.0258565848962786
2,1,26,0,0,83,2,0.00783887276779274
3,0,67,0,0,10,1,-0.0022522309866153775
3,0,28,4,0,25,1,0.012466779372513016
3,0,49,0,0,23,1,0.018258013068815134
3,1,23,0,5,134,1,1.0266277838493705
3,0,30,4,1,34,1,0.012918813125925592
3,0,31,0,0,10,1,0.012079382482012244
3,0,27,0,0,58,1,0.00634748690294519
3,0,27,0,0,4,1,0.007299246201783014
1,1,76,1,0,49,2,1.0409012544241525
2,0,37,4,0,14,1,0.01453438171308791
3,0,28,0,0,8,1,1.0193336883834028
2,0,31,1,0,13,1,1.0072811241977382
3,0,37,0,0,10,1,0.015829232483803392
1,0,21,4,0,38,1,0.024669814873297433
3,0,27,0,0,72,2,0.9969451286288893
2,0,-1,0,0,11,1,0.02064509205440997
2,0,56,0,0,7,1,0.017543589513912505
3,0,26,0,0,8,1,-0.0008949385099000282
2,0,26,0,0,35,1,0.009215271142045641
3,0,0,4,1,37,1,0.036415345783493265
3,1,34,1,0,11,1,1.0178636248169308
1,1,27,1,0,6,1,1.0364652907838994
3,0,38,0,0,5,1,1.0247520811510054
3,0,45,0,0,9,1,0.02404611830891073
3,1,27,0,0,11,3,0.01277688649365502
2,0,49,0,0,6,1,0.003796759244648086
1,1,10,1,1,62,1,0.02492607011899029
1,1,53,1,2,31,1,0.9927598981251038
1,1,22,1,0,21,1,1.0322899556899823
1,1,28,1,0,7,3,1.0349499091135836
1,1,29,0,0,7,2,1.0030452960896437
3,0,8,0,3,50,2,0.016466400599620762
2,0,14,0,0,41,1,1.0291476179230898
2,1,29,0,0,25,3,1.0327289575137375
2,0,17,0,0,21,1,0.011643880075689833
2,0,20,0,0,5,3,1.0089197347723862
2,1,34,1,2,21,1,0.0036366969851983283
1,1,30,1,0,174,1,1.0400077039374258
3,0,25,0,0,12,1,0.008317718464816567
1,1,17,0,0,10,3,0.018348706609320968
2,1,11,0,0,95,2,1.0018391897093841
3,0,44,0,0,13,1,0.012587051524569636
2,1,34,0,0,6,1,0.013617565351102652
2,0,21,0,0,6,1,0.011210648748999616
3,0,58,0,0,9,1,0.011134296460186696
2,1,28,1,1,42,1,0.9854314813585491
3,0,40,0,0,35,1,-0.00310599077859957
2,0,56,0,0,3,1,1.0290776260642414
3,0,18,0,0,4,1,0.009546908626258909
3,0,33,0,0,12,1,0.012636335713115116
3,0,67,0,0,37,1,0.01632489121221285
3,0,41,0,0,38,1,0.033841286523094906
2,0,9,0,0,146,1,0.0058586220476370045
3,0,48,0,0,10,3,0.010503513775242172
2,1,30,0,0,10,1,1.0293259883748382
3,0,21,0,0,4,1,0.011630521197977355
2,1,25,1,1,41,1,1.0470869919302541
3,1,31,1,1,87,2,1.008940819925827
3,0,15,0,0,9,1,-0.0033446966525531806
1,1,25,1,2,80,1,1.0618487129403327
2,1,38,0,0,104,1,1.0260534889209858
3,0,30,0,0,6,1,0.008413757845092296
1,1,41,1,1,46,3,1.0236882501072366
3,0,18,4,0,14,1,0.012038461676251836
3,0,12,1,1,33,1,0.021251317150370395
3,1,42,1,0,18,1,1.0301978885740197
3,1,27,4,2,31,2,1.037416521683007
3,1,32,0,0,5,2,0.9987398111412621
3,0,46,0,0,3,1,-0.018891501233336046
3,1,-4,1,0,55,3,1.0184979553540772
3,0,47,4,1,20,1,0.011800084580686841
2,1,18,1,0,8,3,1.0082878618621771
3,0,27,0,0,10,1,0.005740367459346661
1,1,61,1,1,24,2,1.0107875750425217
2,0,29,0,0,9,1,0.005451571955815223
3,1,41,4,0,17,1,1.0329567263375647
1,1,38,1,2,31,1,1.0158403952734085
3,1,0,1,5,63,1,0.011719399635304282
3,0,29,0,0,13,3,0.011429066751703996
2,0,21,2,0,76,1,1.019073798749908
3,0,25,0,0,10,1,1.014675139611896
2,1,27,0,0,30,1,0.02351386879052023
3,1,27,0,0,85,1,1.025353592937865
3,0,26,0,0,10,3,0.01942709796344898
2,1,-4,1,1,35,1,0.025520012019141548
3,0,14,0,1,19,1,-0.001733621590101112
1,1,21,0,0,4,1,-0.007965882886168034
1,0,6,4,5,26,1,0.014514131253034171
3,0,29,0,2,19,1,0.021850179723058076
2,1,36,0,0,7,3,1.0472399002649222
3,1,24,1,1,69,2,1.018163155782189
3,0,58,0,0,26,1,0.0006290007067045256
3,1,28,2,0,70,1,0.015401508965352959
3,0,26,0,0,4,2,0.0018840587292365961
3,1,37,1,1,92,2,0.9876459056594876
3,0,47,0,0,17,1,0.02024412150192143
2,0,52,0,0,113,1,0.020672470007402424
2,0,29,4,0,16,1,1.022765278739027
1,1,21,1,1,150,1,1.0001069049780276
3,1,36,0,0,35,1,1.0221182538770572
2,0,34,0,0,11,1,0.009589607564134446
3,0,60,0,0,9,1,0.008600730197525006
1,1,29,1,0,24,2,1.0283007814214449
3,0,60,0,0,3,1,0.014605426013458144
2,1,50,4,0,13,1,0.01214836432518161
3,0,39,0,0,25,1,0.003721724490114036
3,0,30,0,0,12,1,0.02580525433936471
3,0,14,0,2,15,1,0.01843970296044443
2,0,4,4,2,27,1,0.013328651452140775
2,0,5,1,2,36,1,0.047103997217100464
1,1,28,1,1,67,1,1.0295233021217713
2,1,18,0,0,2,2,1.034098240715345
3,0,29,4,2,31,1,0.039171084372359846
3,0,49,0,0,9,1,0.9914977911935889
2,0,26,0,0,96,2,1.0348587671108724
1,0,6,1,2,28,2,1.0376993684766638
2,1,29,1,2,102,1,1.0199443044806866
3,1,27,1,0,4,2,1.0200149151613795
3,1,20,1,4,13,1,1.0334968476066473
3,0,29,0,0,12,3,0.0304946517455218
3,0,52,0,0,12,3,0.01470856471824304
1,1,34,1,1,160,2,1.0216173811715359
1,1,37,1,0,82,2,0.9836629704714646
3,0,30,0,0,11,1,0.012822351219206664
