Geography_Germany,Geography_Spain,Gender_Male,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1.0,0.0,1.0,0.5517555635000814,0.19936234917042597,0.2,0.4915304436262047,0.3333333333333333,0.0,0.0,0.2629973884450225,0.0
0.0,0.0,0.0,0.7988495317868536,0.5855723745090564,0.6000000000000001,-0.007496138255795688,0.0,1.0,0.0,0.03240518464907034,1.0
0.0,0.0,0.0,0.8109028791038881,0.20261565354173003,0.4,-0.0027804887382418307,0.3333333333333333,0.0,0.0,0.523697253344675,0.0
0.0,1.0,1.0,0.5133206655116784,0.17818347912978155,0.8,-0.0006756143942791595,0.3333333333333333,1.0,1.0,0.8379991199300509,0.0
0.0,0.0,0.0,0.800684021944503,0.1591619184773056,0.5,0.44389434653141596,0.0,0.0,0.0,0.25758010856089697,1.0
1.0,1.0,1.0,0.4073297858383386,0.18459279667242207,0.2,0.3957370871061585,0.0,1.0,1.0,0.4918458740290865,0.0
0.0,0.0,0.0,0.9494977131196979,0.2713492760935057,0.1,0.00035381382676626024,0.3333333333333333,0.0,0.0,0.4880233274992208,0.0
0.0,0.0,0.0,0.4587167399052074,0.2114669677723196,0.3,0.4723983734036593,0.3333333333333333,0.0,0.0,0.9375602264783902,0.0
0.0,1.0,1.0,0.568185240243203,0.16917043781505237,0.4,0.00018806142330480148,0.3333333333333333,0.0,1.0,0.043248932869699705,0.0
0.0,1.0,1.0,0.4300016904088041,0.3226699007278823,0.6000000000000001,0.008980410380786655,0.0,1.0,1.0,0.08915000269647935,0.0
0.0,1.0,0.0,0.9752992229319319,0.14330472385753654,0.5,0.6328519201888203,0.0,0.0,0.0,0.04562543770902505,0.0
0.0,0.0,1.0,0.8317280052388225,0.07621666897525572,0.9,0.4911496776666554,0.3333333333333333,0.0,1.0,0.13543761800793835,0.0
0.0,1.0,1.0,0.6580163136809796,0.31710012706431595,0.4,-0.007055607780022096,0.3333333333333333,0.0,1.0,0.04574856265143133,0.0
1.0,0.0,1.0,0.6634158331031523,0.24617224183439265,0.9,0.46895811052374337,0.3333333333333333,0.0,0.0,0.2874918825974003,0.0
0.0,0.0,1.0,0.5501076131950176,0.21219606371439917,0.0,0.003522480601256403,0.0,1.0,1.0,-0.0025112512331950665,0.0
0.0,0.0,0.0,0.3503594115357984,0.2484186770280383,0.7000000000000001,0.0011024589839555463,0.6666666666666667,1.0,1.0,0.19070671271702527,1.0
0.0,1.0,0.0,0.9962206823302912,0.6896941398572929,0.7000000000000001,0.009497173403277806,0.3333333333333333,1.0,0.0,0.07132270680488141,1.0
1.0,0.0,0.0,0.8505679145896419,0.2504118277953438,0.4,0.3593877453363715,0.0,1.0,1.0,0.354748881320752,0.0
0.0,0.0,1.0,0.5961276763008723,0.38409669109323963,0.6000000000000001,0.4873361420847219,0.0,1.0,1.0,0.2266442343530195,0.0
0.0,0.0,1.0,0.6558852954323255,0.14127685081377134,0.2,0.002113623280659464,0.3333333333333333,0.0,0.0,0.8533336917714824,0.0
0.0,0.0,0.0,0.628326428802009,0.1847423831881168,0.6000000000000001,0.3880756648695087,0.3333333333333333,0.0,1.0,0.2091988834680321,0.0
1.0,0.0,0.0,0.2601975265302257,0.1129611125408131,0.6000000000000001,0.5197130443798426,0.3333333333333333,1.0,1.0,0.9212413253121691,0.0
0.0,0.0,1.0,0.29661407695210784,0.3240662264115842,1.0,0.004098232164315314,0.3333333333333333,1.0,1.0,0.7920491299707326,0.0
1.0,0.0,1.0,0.253179138391731,0.2928529167436285,0.2,0.28902964108789136,1.0,1.0,1.0,0.4375395678007428,1.0
1.0,0.0,1.0,0.9683695118681745,0.47960127282076526,0.2,0.4179411510167003,0.3333333333333333,1.0,1.0,0.7181211895951957,0.0
0.0,0.0,1.0,0.6681736041008239,0.15048262605364626,0.2,0.5873072024958897,0.0,1.0,1.0,0.8916700076858545,0.0
0.0,1.0,1.0,0.5620611620356897,0.24061419751166557,0.8,-0.0016454414234433857,0.0,1.0,1.0,0.10316462780318959,0.0
0.0,1.0,0.0,0.4937392603688497,0.16805096356061172,0.7000000000000001,0.0015733106933751488,0.3333333333333333,1.0,1.0,0.6260048409954619,0.0
0.0,0.0,0.0,0.8152604600518895,0.2847968429781395,0.8,0.530337791435307,0.0,1.0,0.0,0.8616681205595881,0.0
1.0,0.0,0.0,0.8498021577561,0.26887978570701093,0.6000000000000001,0.3970690249973588,0.0,1.0,0.0,0.14263543841954726,0.0
0.0,0.0,1.0,0.4316821492506324,0.23711933062278973,0.9,-0.006432076418499521,0.3333333333333333,1.0,1.0,0.8957548269366691,0.0
0.0,0.0,1.0,0.5462747786808576,0.18172487482704025,0.8,-0.00048626370640978366,0.3333333333333333,1.0,0.0,0.8898426212760336,0.0
1.0,0.0,0.0,0.2675175743870516,0.24834263436778098,0.8,0.5037690098661253,0.3333333333333333,1.0,1.0,0.4799718302730094,0.0
0.0,1.0,1.0,0.5813867813311463,0.23091931095097584,0.7000000000000001,0.0032334926659699807,0.0,0.0,1.0,0.15986970613701187,0.0
0.0,1.0,1.0,0.6239036076585449,0.2131319977182277,0.8,-0.0024502106396749822,0.3333333333333333,1.0,0.0,0.07739919561655721,0.0
0.0,0.0,0.0,0.4333435314048682,0.4120475703606504,0.0,-0.0013574152042272727,0.6666666666666667,0.0,0.0,0.5137354006446754,1.0
0.0,0.0,1.0,0.3665010805511886,0.15910785744916112,0.8,0.002547522068614549,0.3333333333333333,1.0,0.0,0.3218762936158008,0.0
0.0,0.0,0.0,0.497092168071428,0.7358225994848023,0.1,0.475814151462464,0.0,0.0,0.0,0.2752112172334942,1.0
0.0,0.0,1.0,0.49228101266791396,0.2562423531767475,0.8,0.6481948764627337,0.0,1.0,0.0,0.48888153593726486,1.0
0.0,0.0,0.0,0.24584078663959888,0.6819291267258588,0.0,0.00240312063247959,0.0,1.0,0.0,0.09621999431429554,1.0
0.0,1.0,0.0,0.5431411672638892,0.5075447244511018,0.4,0.0003117539897542131,0.3333333333333333,1.0,1.0,0.3958677990011742,0.0
0.0,1.0,0.0,0.5833551799691827,0.18188347082302778,1.0,-0.004744132823180447,0.3333333333333333,0.0,0.0,0.21441415717196233,0.0
1.0,0.0,1.0,0.6697161806431052,0.30514442507057693,0.7000000000000001,0.4971163759877174,0.3333333333333333,0.0,1.0,0.8865160296703859,0.0
0.0,0.0,1.0,0.6870801022900602,0.2298512013240974,0.8,0.47878606799443946,0.3333333333333333,1.0,1.0,0.43731952845967276,0.0
0.0,0.0,1.0,0.532909435160346,0.2999685918025769,0.5,0.6368892284586171,0.0,1.0,0.0,0.29566967259512134,0.0
0.0,1.0,0.0,0.7574359964860067,0.3009527784530122,0.8,0.4884593550294835,0.0,1.0,0.0,0.2997349567305599,0.0
1.0,0.0,0.0,0.7795061955702267,0.44330556934081966,0.8,0.47698627453610104,0.0,0.0,0.0,0.6292374154966357,1.0
0.0,1.0,0.0,0.677926690095024,0.2786498542407312,0.6000000000000001,-0.0025017623301957135,0.3333333333333333,1.0,0.0,0.3644712110592787,0.0
0.0,0.0,0.0,0.5164429154565358,0.31509187530321386,0.0,-0.014717996374432156,0.3333333333333333,1.0,1.0,0.5715497408748673,0.0
0.0,1.0,1.0,0.33137489213114907,0.2226567725965229,0.5,0.4403347801716348,0.0,1.0,0.0,0.8866367910308063,0.0
0.0,0.0,1.0,0.7557510472245003,0.7415212223519319,0.5,-0.0070606056652396726,0.0,0.0,0.0,0.47215067303104136,1.0
0.0,1.0,0.0,0.7642582116739575,0.24135497710414,0.3,0.4523289470915911,0.0,1.0,0.0,0.2051389962623591,0.0
