age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
50,0.0,98376,3,9,1,7.0,3,0,1,-25,-2,40,-0.011530741805430757,0
38,0.0,172714,3,4,2,0.0,2,0,1,-51,-1,40,-0.0025611624366127885,0
42,0.0,353232,1,10,3,6.0,4,4,0,-18,1,40,0.00938498691032976,0
56,1.0,300917,5,12,0,3.0,2,0,1,-9,2,72,0.007087537492602128,0
27,2.0,210697,0,13,3,4.0,3,0,1,-39,0,50,-0.021414790378387744,1
42,0.0,86828,1,10,1,8.0,5,1,0,-11,1,21,-0.004387250397772196,0
41,0.0,125943,4,15,0,4.0,2,0,1,91374,2,40,-0.009264293520891951,1
40,4.0,179068,1,10,2,0.0,1,4,1,0,0,40,-0.07677824704998167,0
55,0.0,89708,0,13,1,8.0,3,1,0,15,1,20,0.003581762410628469,0
62,0.0,199257,3,9,0,2.0,0,0,0,12,1,34,-0.03524920180387788,1
37,0.0,147071,1,10,0,2.0,2,0,1,-30,2,48,0.023872448834881342,1
39,0.0,184456,0,13,2,5.0,3,0,1,-5,2,38,-0.00024370645961112339,0
32,3.0,87231,1,12,0,1.0,2,0,1,65,2,49,-0.0066366871858497285,1
52,3.0,197488,1,10,0,2.0,2,0,1,-24,0,60,-0.012958271324732654,1
20,0.0,169794,9,8,2,5.0,3,0,0,32,2,40,-0.018668723459261745,0
20,0.0,196455,1,10,2,1.0,1,4,1,46,1,24,0.01652416275332579,0
47,0.0,103111,4,13,0,3.0,2,0,1,14,0,40,-0.04579823049247461,1
64,1.0,64939,10,14,1,13.0,3,0,1,22,-2,50,-0.06138961333162669,0
51,4.0,223970,1,10,0,10.0,2,4,1,-2,0,52,-0.03580419288882055,0
47,1.0,91693,3,9,0,10.0,2,0,1,-3,1,71,0.02792322791539204,0
36,0.0,137604,0,13,0,4.0,2,0,0,37,1835,40,-0.03857668979193422,0
33,4.0,209854,3,9,1,8.0,5,0,0,-25,-4,40,-0.0019858105140851384,0
50,0.0,106301,0,13,0,2.0,0,1,0,7541,2,29,-0.04631724158727272,1
32,4.0,191117,3,9,0,10.0,2,0,1,-2,-2,67,24.36262075052179,0
49,3.0,156253,3,12,0,12.0,2,0,1,-5,2,39,0.008935624575087255,1
30,2.0,203784,1,10,0,1.0,2,0,1,97521,1,60,0.02665606519980935,1
28,0.0,197979,1,16,2,0.0,4,1,1,10,1,9,8.282108896402018,0
34,0.0,165817,6,11,0,1.0,2,0,1,-12,-1,40,0.0024643382590356084,1
34,0.0,158759,3,9,0,2.0,2,0,1,-17,0,40,-0.018142079023148728,0
31,0.0,319646,0,13,2,5.0,3,0,0,0,1,40,-0.010916505084605968,1
46,4.0,64617,5,12,0,2.0,2,0,1,-30,1,78,0.00440694537009472,1
53,3.0,149146,4,15,0,5.0,2,0,1,7,1,40,-0.00858109106059935,1
42,3.0,66307,5,12,1,8.0,3,0,0,-41,3,40,0.001974646393339794,0
78,0.0,107091,9,8,2,13.0,3,0,1,55,0,19,-0.001986020943893957,0
38,0.0,82121,3,9,1,2.0,5,0,0,48,-1,40,-0.007864715217737305,0
24,1.0,305523,0,13,1,3.0,3,0,0,70,-2,54,-0.013822419747256091,0
45,0.0,125316,0,4,0,3.0,2,0,1,-66,1,49,0.012164571790837143,1
47,4.0,145533,1,10,0,1.0,2,0,1,-43,0,40,-0.006682837511691777,0
52,4.0,150917,10,14,1,5.0,3,0,0,-10,0,40,-0.02939841841380176,0
47,4.0,70041,1,10,0,4.0,0,0,0,9,1,40,0.02949380586514734,0
43,0.0,72331,10,14,1,5.0,3,0,0,-38,-2,12,-0.02360648347334361,0
40,3.0,171230,5,12,0,1.0,2,4,1,20,2,40,0.004255611704314501,0
37,0.0,96298,8,4,1,7.0,3,0,1,22,2,51,0.007974454858835215,1
34,0.0,140777,3,9,0,1.0,2,0,1,8,-1,48,-0.03876213106095595,0
