age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48,0.0,212633,2,7,0,3.0,4,0,1,5,0,44,-0.042789308684825854,0
28,4.0,116695,6,11,2,8.0,5,0,0,22,-2,23,0.009208451206175422,0
34,0.0,339705,1,10,2,2.0,4,1,0,-51,1,40,-0.01452077841452888,0
50,4.0,154188,1,9,0,10.0,2,0,1,-43,-1,54,-0.0032333811184781912,0
51,0.0,220650,0,16,0,5.0,2,0,1,102878,3,40,-0.0017938568808758945,1
42,2.0,74014,6,11,1,5.0,3,0,1,-16,4,40,-0.0021199266375496136,1
86,0.0,246074,8,4,4,0.0,3,0,0,-77,-1,30,17.520676087927228,0
46,0.0,385845,3,5,0,2.0,2,3,1,76,1,40,29.539096401497236,1
42,4.0,75642,6,11,1,8.0,5,1,0,-13,-1,40,-0.020520586441628866,0
40,4.0,446063,1,11,0,10.0,2,0,1,10,0,52,-0.06277977577762754,0
52,0.0,45543,4,15,0,5.0,2,0,1,-2,1,62,-0.004257405999426746,1
76,4.0,57701,10,14,0,5.0,0,0,1,-21,2,40,0.0255429739294987,1
32,0.0,243099,3,9,3,3.0,1,4,0,-43,1,24,-0.010301402971192412,0
28,4.0,169004,1,10,1,4.0,2,4,1,-3,2,40,-0.032357229869643754,0
18,0.0,98975,6,11,2,8.0,3,0,0,22,-2,40,-0.008761400472658507,0
38,0.0,136848,1,10,1,3.0,3,0,0,-19,-1,52,-0.019484366934061536,1
52,1.0,240801,8,2,0,1.0,3,0,1,37,0,20,36.57511622805846,0
33,0.0,131204,5,12,1,5.0,3,0,0,-23,1,40,-0.017385163000826837,1
18,0.0,38103,2,7,2,3.0,3,0,1,17,1,19,-0.042045505946756864,0
41,0.0,248425,0,13,2,5.0,1,0,1,-9,-3,40,-0.0005047222792838882,0
37,4.0,129339,10,12,4,5.0,3,0,0,14,2,40,-0.011693305847070385,0
31,0.0,154265,6,11,1,5.0,5,0,0,6,-1,40,0.004499531855602463,0
50,0.0,394000,0,13,0,3.0,2,0,1,-75,-1,54,-0.004963935919213237,1
33,0.0,150824,0,13,0,5.0,2,0,1,21,0,40,0.002762947364053885,1
53,1.0,135112,3,9,0,9.0,2,0,1,-13,0,51,17.171469637547187,0
45,1.0,30464,0,13,0,3.0,2,0,1,-9,-1,52,-0.017280039282667834,0
40,4.0,48134,1,10,2,10.0,1,2,1,18,-4,40,-0.00773939637546777,0
48,3.0,141093,5,15,0,4.0,2,0,0,-22,2,40,-0.00250240407725672,1
31,0.0,163492,3,9,2,3.0,4,4,1,0,0,40,-0.021533172928084085,0
34,0.0,259271,10,7,2,1.0,3,0,1,30,1,50,-0.025182213446251496,0
17,0.0,142042,12,6,2,3.0,1,0,1,64,1,45,-0.035194202466179554,0
18,0.0,196876,1,10,2,5.0,3,0,1,50,0,40,0.02318237934849428,0
48,0.0,114983,10,14,2,5.0,3,0,0,20,0,50,-0.019272899004852375,1
35,0.0,72700,10,13,2,5.0,3,4,0,-18,-3,40,-0.01987322368494162,0
65,0.0,108447,0,13,2,3.0,4,0,0,-12,-1,40,-0.0241038045155977,0
22,0.0,201433,0,13,1,5.0,3,0,1,-20,-1,40,0.006950287280172555,0
60,0.0,188078,14,3,0,10.0,2,4,1,27,-5,18,19.187405044223397,0
59,0.0,128722,10,14,0,5.0,2,1,1,105976,2,40,-0.04048342936127785,1
44,0.0,110358,1,10,0,8.0,0,0,0,43,-2,40,-0.012778267912687154,0
35,4.0,220152,3,12,0,2.0,0,1,0,-25,1792,27,0.0022405446229725946,0
28,5.0,32456,0,13,3,5.0,3,1,1,33,1,40,-0.028405517635961556,0
38,4.0,161684,3,9,0,12.0,2,0,1,7,1,52,-0.019187243551172607,1
37,4.0,100476,6,12,1,5.0,5,0,0,20,0,40,-0.027619264191126817,0
54,1.0,159317,10,14,0,9.0,2,0,1,-67,1,61,0.0027620497494006417,1
