Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Cover_Type
-1.1605183504758634,-1.4593216127239375,0.5749815165018228,-1.2096358524158681,0.5508618573674257,0.2232679788405916,0.04998197378473346,1.00193992636953,-0.5211894262972492,-0.9431388892671578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.20182385242111184,0.0275271189167256,0.7821166032045587,0.8521185237061455,1.8075097918242058,0.06586612716552331,-1.3921564144260907,1.425413516453938,-0.7378367329969747,1.341500481240077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
-1.746392227898379,-0.12156408246086842,0.38202859293242813,0.37956361307249104,2.9141327886819797,-1.39023763129856,-1.130608962668056,1.3546485042796426,-0.9681803696365474,1.1323944383457387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
-2.6978639883900843,-0.8017254279741559,-1.1236233176704011,1.194401874391502,1.2601370485871268,-0.7671513975683057,-1.5863389854058267,0.3587739421973214,1.89475613301339,0.14488077400560084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.3422730129248791,-0.8080041042488824,0.26319817811749613,-0.5438707678496217,-0.6958479268389558,0.03451986180791072,-1.0596815962254493,1.7829659067586312,0.3594217207239874,-0.42008574986878583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.7787511268455685,-0.22374063570822816,-0.8760729486517168,0.42480777871052117,0.02231816888209373,-0.3474092125526913,0.2974690279681721,1.2605295794042282,1.235726070340923,0.06377679078044018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
-1.1145920131928138,-0.7512314740001158,1.013962314968605,0.9844564200572499,-1.0350357804368178,0.13933470254889085,-0.9365327336386905,1.1339148868654219,0.30837299557000153,0.7435670710770714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-1.0291772424168446,0.06498116177607,-1.0233779955811835,-0.5325443155999705,1.6241546513079321,-2.07680087415149,0.3225082137125791,1.6208850225546896,0.24532735501004627,-0.35322694923240194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
0.08067362469966266,-0.276003986932033,1.1099112485157017,1.119821706970503,0.4120382757863701,1.4293044381438755,-1.688012484242455,-3.7296680270588545,-1.3363484842894424,-0.8186992459343101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
0.04081812011610597,-0.5010960605141038,-0.25497247481569374,-1.0396162779868572,-0.169827619167493,0.05345605270954118,0.007665681122959983,-0.7122026679301783,-0.4533357189623691,-0.79591602365116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5496758766798685,-0.7392078363040073,0.4042675004967813,-0.17017622108307448,2.543877088595588,-1.2832360158335638,1.0480510560248004,1.1871216044802944,1.998201989143666,-1.4018067623387331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
-0.6596211424668149,-1.82353237255355,1.657733299662608,0.5796482293861085,0.21949927275254882,-0.45601484968839534,1.0946473656491198,-2.6960161615939944,0.27551275100887085,-1.390589373171472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
-1.6597449880758646,0.17064949596322826,-2.2048620958955194,1.9732726753366596,5.2427396735083445,-0.42763633366554754,-0.461960827203166,1.3089259835990315,2.250022063019704,-1.047050335831014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
1.4521864001312086,0.4081355732960162,-0.6757155342128397,2.1942161838967715,0.5216165708774508,1.5955930066340294,-0.5288069577404746,-0.8486032715636108,-1.522276916193246,0.986346468549491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.814192461370562,0.5164900915279156,0.7134778198724526,-0.5911938367134801,-0.0846632824820096,-0.46640468301696325,0.730562971930828,1.312167117551751,1.2419401575145574,-1.1107799365596824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.49349450630881175,-0.3569832330954257,-1.8182720249973918,-1.570839657471116,-1.2715037525232002,3.0219408917702206,2.258079200936913,-2.335071654307351,-0.17603271759727324,0.3837435596637289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
0.008328344520301623,-0.4435386388042762,0.48349477650019246,0.37683252178195853,0.49985069497946,2.3617842526181567,-0.8959017576009833,0.5979339697100834,1.877504910439849,-0.3952079386273521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
-0.5961551425859878,1.4415341807269781,0.20495748648238696,2.8030850678048878,-0.6618023250807037,2.059716184553733,-0.458564947916269,-2.0435559055904755,-0.09962165719307092,-0.9776697154626708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3
0.12063134404887477,0.8994927396634824,-1.0851976140785478,2.1413799126422144,-0.1670505163785895,-0.29470296369528826,0.08243855194595617,-2.4363132147350823,0.5050044885692466,-0.2769778190105658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
