age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
56,0.0,97446,7,5,0,0.0,2,0,0,-17,0,40,-0.009238986105553492,0
56,3.0,140971,1,10,0,1.0,2,0,1,37,-1,40,0.005137737454308325,1
40,3.0,175485,3,9,0,9.0,2,0,1,3193,0,7,-0.005492767478137484,0
30,2.0,178276,12,10,0,1.0,2,0,1,2,0,56,0.0026734884026899768,1
30,0.0,183873,14,3,0,2.0,2,0,1,-26,0,40,19.81794871308145,0
64,0.0,362310,3,9,0,4.0,2,0,1,-4,1771,40,-0.007346363740477135,1
54,4.0,127571,6,11,2,5.0,0,4,0,29,-1,37,-0.022498388254949698,0
35,0.0,331132,13,16,0,8.0,0,4,0,2,-2,38,27.631724611152436,0
63,0.0,438338,3,9,0,10.0,2,4,1,-35,-1,49,0.004727478167318865,0
29,0.0,501711,1,10,2,7.0,4,0,0,-28,-2,40,-0.0021828124078286356,0
34,0.0,150961,1,10,4,0.0,5,0,0,5,-3,9,0.024654492961315527,0
33,0.0,52684,6,11,1,1.0,3,0,1,-30,-1,40,0.020344940070848565,0
32,0.0,247584,3,9,3,2.0,3,0,0,-2,-2,36,0.012918817270324403,0
63,4.0,143315,7,5,0,8.0,2,4,0,5,-1,35,-0.005726409963303924,0
40,5.0,127514,1,10,1,4.0,0,0,0,-5,1680,40,-0.011666102513572515,0
23,0.0,196400,1,10,2,1.0,1,0,1,-11,0,40,-0.00040142325582012445,0
32,0.0,165884,3,9,3,1.0,3,4,1,25,0,43,0.013833744504795438,0
70,0.0,130188,3,9,4,2.0,5,0,0,10,2145,37,0.005166911784930715,0
37,2.0,190768,3,9,0,4.0,2,4,1,7365,-1,40,-0.012931105757995128,1
43,4.0,453911,0,13,6,5.0,3,0,1,-41,-2,40,0.0017216995530739644,0
31,0.0,87002,9,8,2,2.0,1,4,0,15,-2,40,27.912383403503966,0
74,0.0,284632,3,9,0,7.0,2,4,1,4,0,40,-0.009597237350979969,1
58,0.0,150806,3,9,3,2.0,3,0,0,-8,-2,8,-0.0076794913712603975,0
45,4.0,169552,3,9,2,8.0,3,0,0,3,0,51,-0.005820301500507795,0
32,0.0,84607,3,9,3,7.0,3,0,0,3,-1,40,0.012096045694401137,0
42,0.0,172373,1,10,2,0.0,1,2,0,1,0,30,0.012588200455120992,0
48,5.0,211900,0,13,1,4.0,3,0,0,-3,-1,40,-0.005316661815533798,1
68,0.0,350942,5,12,0,2.0,0,0,0,-15,1677,19,0.009611071318787896,0
30,0.0,272182,14,3,5,0.0,3,1,1,11,1,59,31.44748311399132,0
39,4.0,406012,3,9,1,8.0,3,0,0,-9,-1,40,-0.010886195820591258,0
35,3.0,221277,3,9,1,1.0,3,0,1,21,-1,40,3.749159731647786,0
20,0.0,401632,3,9,2,8.0,1,0,0,-32,0,35,0.0027124050468328824,0
22,4.0,164876,1,10,2,2.0,1,4,1,13,-1,16,0.0021809755951803815,0
23,0.0,187183,1,10,3,7.0,4,4,1,-10,-1,35,0.0241609927824359,0
79,0.0,159010,3,9,0,4.0,2,0,1,3,-1,40,0.0026303208255956394,0
34,0.0,186308,7,5,0,0.0,2,0,1,11,0,40,-0.0023999071971074763,0
45,3.0,224075,7,5,1,1.0,3,4,0,-4,-1,36,-0.00019797434092975064,0
46,5.0,26037,1,10,4,8.0,5,2,0,1,0,30,-0.016480888347360566,0
17,7.0,167382,1,10,2,2.0,1,4,0,26,1960,40,-0.01134754958129022,0
29,0.0,292371,5,12,0,8.0,0,4,0,23,-1,22,3.4852764373633107,0
37,0.0,171107,6,11,1,2.0,5,4,0,-2,-1,37,0.017278679225456523,0
39,3.0,181966,1,10,0,1.0,2,1,1,-5,-2,40,13.753555162857095,0
53,4.0,64369,10,14,1,8.0,0,0,0,18,-1,39,0.0007767911360226042,0
39,5.0,314086,1,10,2,5.0,0,4,0,-3,0,40,0.008074145001713754,0
32,0.0,143830,14,3,5,0.0,2,0,1,-7,1,40,27.871885212021034,0
47,0.0,416174,3,9,2,7.0,5,0,1,31,0,40,31.59246685561026,0
58,4.0,97773,3,9,3,3.0,5,4,0,1,-2,36,0.00465063524243754,0
31,0.0,189032,10,14,0,4.0,2,0,1,-16,1,33,-0.013696928944798388,1
44,0.0,466007,9,8,2,6.0,1,3,1,-14,1,40,26.945297429641585,0
31,0.0,42650,1,11,2,5.0,3,4,0,15,-1,37,0.0041541884082925,0
36,0.0,160693,3,9,1,2.0,5,4,0,3619,1726,61,-0.006242857550433422,0
22,3.0,206477,3,9,2,2.0,1,0,0,4,1,11,0.010837054444542714,0
54,0.0,146957,3,9,0,10.0,2,0,1,47,1886,58,7.732157606595508,0
52,0.0,295463,6,11,0,1.0,2,0,1,11,-1,44,0.005088535442391386,0
38,3.0,382423,3,9,1,10.0,1,0,0,-34,0,57,0.008637373546213977,0
43,0.0,482665,7,11,1,2.0,3,0,0,-19,-1,35,0.010486863739937043,0
66,0.0,187572,0,13,0,1.0,2,0,1,10,1671,42,0.0017233707289849838,0
72,5.0,89898,10,14,2,5.0,5,0,0,13,2009,37,-0.011634098715700853,0
36,0.0,172009,7,11,0,6.0,2,0,1,11,0,40,-0.005481567794501353,0
74,0.0,177050,0,13,0,3.0,2,0,1,11,-1,40,0.0193592861285939,1
62,0.0,280957,3,5,4,7.0,5,0,0,-26,2130,40,0.016373640664858077,0
36,0.0,407450,3,9,2,1.0,3,0,1,18,1968,40,0.009557798145323008,0
48,0.0,167362,10,14,0,4.0,2,0,1,14,1773,40,0.004386717357969404,1
20,0.0,95588,2,7,2,2.0,1,0,1,6,0,22,0.01815952419545474,0
18,0.0,404797,1,10,2,3.0,1,0,0,-24,0,40,-0.0017224362943877285,0
55,4.0,118281,7,14,2,2.0,3,4,0,1,2076,31,0.023110842545476986,0
51,1.0,204563,0,13,0,4.0,2,0,1,15054,0,40,0.00029229190062627985,1
22,0.0,93005,3,9,2,2.0,1,0,1,9,-1,40,3.646446407486791,0
35,0.0,131520,5,12,2,2.0,3,0,0,8,0,37,0.006233555611820838,1
57,4.0,189750,12,6,1,5.0,3,0,1,-5,-1,40,0.028466504431699458,1
73,0.0,33410,13,16,0,5.0,2,0,1,5,2184,49,0.0023233817243852387,1
75,0.0,159630,7,9,0,1.0,2,0,1,-7,-1,50,0.005523154876565717,0
41,4.0,261363,1,10,0,5.0,0,0,0,-35,-1,37,-0.005656700547234873,1
76,0.0,52000,3,9,1,2.0,5,4,0,-20,2070,36,-0.015609310705413196,0
22,0.0,113835,3,9,2,6.0,1,0,1,-14,0,15,-0.005302438681081251,0
62,2.0,165627,3,9,0,7.0,2,4,1,-1,2124,50,-0.0018164865340857983,1
40,5.0,63932,1,10,4,5.0,0,0,0,-29,0,40,0.0003861575691989288,0
30,4.0,175002,7,11,1,8.0,5,4,0,-66,-1,24,0.0011412995981704515,0
41,4.0,295531,10,14,1,5.0,3,4,1,19,1,40,-0.0026028000455111575,0
32,0.0,172183,7,5,0,1.0,2,0,1,-30,-1,40,19.063220351132095,0
23,3.0,184342,9,8,2,2.0,1,3,0,-27,-1,39,29.10821221953526,0
42,0.0,161787,0,13,0,3.0,2,0,1,-45,0,40,0.0001194203857236121,1
34,0.0,138949,6,11,2,1.0,3,0,1,-15,-2,45,0.010152650499319155,0
19,0.0,319812,1,10,2,3.0,1,4,0,-24,-1,32,0.01500664295525601,0
54,0.0,407849,11,2,0,10.0,3,0,1,-13,1,40,19.53851163482916,0
75,0.0,198725,1,10,0,8.0,2,0,1,7925,-1,40,-0.0009633017382737686,1
37,0.0,200004,0,13,2,4.0,3,3,0,0,-1,51,-0.007365370639350244,0
34,0.0,138080,4,16,0,2.0,2,3,1,34,1,40,14.38791977982439,0
33,0.0,218154,3,9,0,7.0,0,0,0,-36,1968,40,28.243079817258817,0
36,0.0,469026,2,7,1,2.0,5,0,1,-11,1,37,-0.0039678479459936125,0
36,0.0,362045,3,9,2,1.0,3,4,1,1,1,40,7.797405004252063,0
51,5.0,88869,0,13,6,5.0,0,0,0,-7,-2,40,-0.03521871555665318,0
46,0.0,138693,3,9,3,8.0,3,0,0,-4,0,31,0.022766684779676687,0
