Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,2,0,28.34719849287596,0,0,7.127664107737135,1
1,3,1,28.648354234418367,0,0,9.764104214549421,1
1,1,1,64.94625323376579,0,0,220.91662208181032,2
0,2,0,61.88275485359462,0,3,13.91264983462198,1
0,1,0,71.61010102074268,0,0,27.76881674955294,1
1,1,1,62.666972935280555,0,0,203.53203609520676,1
1,3,1,28.960952400232173,0,1,7.668942046079581,1
0,3,1,27.28538004407212,1,1,115.31141205022706,1
1,3,1,66.01328824591916,1,1,92.22700925403939,1
0,2,0,29.451187440356072,1,4,13.859281154967602,1
1,3,1,22.284628201734414,0,0,2.322285976768936,1
1,3,1,29.040724164972573,0,0,9.873835666596799,1
1,3,1,46.92362299506751,1,2,79.11064493441489,1
0,2,0,53.91509392833684,8,2,29.328374344558505,1
1,1,1,42.90837771993471,0,2,240.19996139438217,2
0,3,0,67.99929667127333,0,3,21.66948052877946,1
0,2,0,60.57367054569598,0,0,15.761864165605193,1
0,2,0,27.950871864044363,0,0,28.683662647985013,1
1,2,1,46.15286683238375,1,1,38.58809072964186,1
0,2,0,28.918510251078168,0,0,10.01059233827419,1
0,2,0,28.58054770182457,0,0,28.18858661275885,1
0,3,0,27.5145910529623,0,0,-1.853948076008166,1
0,3,0,67.60096574186548,0,0,11.743075191663253,1
0,3,1,28.575419446954218,0,0,11.489882186068492,1
1,1,1,57.96148800983485,1,0,230.33285542081262,2
0,3,0,28.232418273428216,0,0,1.3154027030153408,1
0,3,0,25.675938474491083,1,1,63.88140220283612,1
1,1,1,45.16918996982199,1,1,37.553671512372446,1
1,1,1,66.9369930117583,1,0,319.98824428362934,1
0,1,0,58.738431403065,0,0,21.202378798264366,1
0,3,0,27.51272351664794,0,0,5.538967991527646,1
0,2,0,5.486337199962834,1,1,69.48638063398202,1
0,3,0,30.2005575230763,0,0,0.7980203828034647,1
1,3,1,28.337017436867384,5,1,82.55376721627738,1
1,3,1,22.941363425677515,0,1,10.383377532001875,3
0,2,0,41.02330869149459,0,0,11.044220440199359,1
0,2,0,27.575415967588008,0,0,7.813075586147517,1
1,3,1,3.8086559612787503,4,1,8.608605855669582,1
1,3,1,27.731740059721766,0,0,9.929558137309016,3
0,3,0,40.0424131638968,3,6,24.792524933939887,1
1,3,1,29.834846618851923,0,1,9.902164829183752,3
0,3,0,24.97909002451669,0,0,3.308844172579354,1
0,3,1,35.309142681054965,0,0,4.915051763952738,1
0,3,0,1.4817990371238547,3,2,58.53840262209313,1
0,3,0,28.95790349002396,0,5,5.458905000644453,1
0,3,0,12.215090266494872,2,2,88.31527558848954,1
0,3,1,3.734200412101601,3,2,78.400113607062,1
0,3,0,29.45588977147707,0,0,5.792477351398274,1
0,3,0,21.276905979927633,0,0,0.2865813297806703,1
0,3,0,23.303279311071705,0,0,1.5863545882992582,1
0,3,1,30.380644236489303,0,1,10.784110525736065,1
1,2,1,49.340332425118156,1,0,16.742763449037422,1
0,2,0,29.00481815808489,0,0,31.530295674744742,1
0,3,0,29.61357946538899,0,0,4.8840299122914885,1
0,3,1,29.829765527889794,0,1,13.01598413333705,1
1,1,1,52.17053670756837,0,0,87.48583280022228,1
0,3,0,29.614800162649196,0,0,3.8295320545574976,1
0,3,0,3.0955036834751164,3,2,80.0042509194905,1
0,3,0,29.663612916114772,0,0,-0.5989679978064988,1
1,3,1,28.08743459816995,5,1,228.0193697375284,1
0,3,0,26.738880293455903,1,0,11.643986514341732,1
1,1,1,57.23400021315858,1,0,324.3364618419019,1
0,2,0,27.518394120859835,1,2,89.66201271046506,1
0,3,0,29.4374997531408,0,0,3.239013676984058,1
1,1,1,31.011678752709745,0,0,266.70051205840815,1
0,2,0,26.89071424945053,1,0,9.292854797876604,1
1,3,1,23.91515269716557,0,0,5.839300774736681,1
0,3,0,27.083093953936213,0,0,7.985440526108571,1
0,3,1,47.56553444314421,0,0,3.3270192261824736,1
0,3,1,30.51200684084555,2,2,91.84637101195801,1
0,3,0,26.180694783582844,0,0,1.952172271325443,1
0,3,0,64.43266010003842,0,0,3.5391001032374607,1
0,3,0,30.842419543344633,0,0,2.850512029291414,1
1,2,1,27.489139162345516,1,1,13.251755037477919,1
0,3,1,29.760032475330163,4,1,8.935788558800542,1
0,1,0,72.63250423175307,0,0,34.69744908582323,1
0,1,0,74.61781365638814,0,0,192.35719227444855,1
1,1,1,9.968860690407714,1,2,217.74341302008517,2
1,3,1,30.55576387033893,1,0,102.2343418352935,1
0,2,0,28.53881071061551,0,0,10.488876626912615,1
0,3,1,21.559265191749684,0,1,7.407449110341362,1
1,1,1,55.969713914746876,1,0,254.05113283200615,1
0,3,0,68.26482983472852,0,0,0.28928093899417107,1
1,3,1,29.491963387050355,0,0,9.139108350893288,1
0,3,1,63.736340630482175,0,0,3.3175091934273837,1
0,3,0,25.889776469636942,0,0,5.2330104831762725,1
1,1,0,58.08818317813687,0,0,16.965989524830846,1
1,3,1,30.150868151594274,0,0,6.705107322639437,3
0,3,1,55.87785584383126,0,0,3.4267653577322195,1
0,3,1,6.733410419913923,3,2,81.22767824956352,1
1,1,0,42.007891215273844,0,0,16.031879441503143,1
0,3,0,29.26651144943449,0,0,2.8455944525529517,1
0,3,0,27.532950986542524,0,3,12.115040815681468,1
0,3,0,26.44557258587657,0,0,0.7198847135987023,1
0,3,0,30.909333157068865,0,0,2.7496073406183505,1
0,2,0,27.542101248922762,0,0,14.384731300038297,1
0,2,0,27.922734087292042,0,0,9.504585382203405,1
0,2,0,47.722869463638936,0,0,12.590044784196857,1
0,3,1,23.770934610549723,0,0,5.043394930386954,1
0,3,0,29.236890490493714,0,0,0.3385623957775312,1
0,3,0,29.872110963338585,0,0,18.89831010592353,1
0,3,1,29.09488844125029,0,0,7.489182245366055,3
1,3,1,20.552626723649325,0,1,7.965016049802292,1
1,1,1,56.172346516717724,0,0,41.53749050307979,1
0,3,0,23.9432707386297,0,0,5.806009117416802,1
1,3,1,69.3837436575208,0,0,6.140750342592389,1
0,3,1,28.701782549223,1,1,102.61959754229125,1
0,3,0,23.81393363474172,0,0,2.192667491589938,1
0,3,0,24.717698202146376,0,0,-0.004975458711657055,1
1,1,1,66.03381012311138,0,0,245.4412166926354,2
1,3,1,26.264908765871184,0,0,11.696662865597439,1
1,1,1,66.62859601719387,1,0,38.05088746284759,1
1,3,1,27.90937593281068,0,0,8.301209497644836,1
1,3,1,29.34379892797327,0,0,9.840379372874242,1
0,1,0,75.57102701367262,0,0,22.105471797244356,1
0,2,0,5.551960779041076,1,2,27.906826699513708,1
0,1,0,64.56110357242572,0,0,26.29936805500507,1
0,3,0,25.988696111405606,8,2,34.91460069427757,1
0,2,0,27.501764007524784,0,0,10.69903597004196,1
1,3,1,26.280620057616723,0,0,4.981766938699494,1
0,3,0,6.347035132215045,1,1,41.49490092585731,1
